"95年10月02日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","17.07","4.69","1.30",
"1102","亞泥","8.93","8.15","1.17",
"1103","嘉泥","4.36","0.00","0.89",
"1104","環泥","9.79","9.61","0.57",
"1107","建台","1.59","0.00","0.73",
"1108","幸福","10.60","3.41","0.81",
"1109","信大","7.13","4.46","0.79",
"1110","東泥","14.22","3.59","0.49",
"1201","味全","19.03","0.00","1.79",
"1203","味王","-","0.00","0.75",
"1210","大成","9.72","2.14","1.07",
"1213","大飲","-","0.00","1.01",
"1215","卜蜂","15.00","0.00","0.58",
"1216","統一","34.16","1.18","2.33",
"1217","愛之味","23.61","0.00","0.60",
"1218","泰山","-","0.00","0.63",
"1219","福壽","15.91","2.86","0.43",
"1220","台榮","35.62","0.00","0.76",
"1225","福懋油","-","0.00","0.48",
"1227","佳格","15.27","6.27","1.03",
"1229","聯華","10.17","3.99","0.82",
"1231","聯華食","-","5.82","0.62",
"1232","大統益","8.93","9.14","1.29",
"1233","天仁","18.75","5.00","2.46",
"1234","黑松","51.92","1.85","0.79",
"1235","興泰","-","8.28","1.11",
"1236","宏亞","8.67","11.54","1.25",
"1301","台塑","9.93","9.23","1.66",
"1303","南亞","9.17","7.94","1.66",
"1304","台聚","10.40","8.11","0.67",
"1305","華夏","33.95","0.00","0.66",
"1307","三芳","12.40","5.17","1.40",
"1308","亞聚","9.70","6.25","0.76",
"1309","台達化","12.85","0.00","0.52",
"1310","台苯","74.21","0.00","1.34",
"1311","福聚","10.80","7.64","1.44",
"1312","國喬","6.62","0.00","0.86",
"1313","聯成","9.00","6.58","0.86",
"1314","中石化","9.47","0.00","0.70",
"1315","達新","14.11","5.71","0.83",
"1316","上曜","8.41","0.00","0.41",
"1319","東陽","10.72","5.91","1.45",
"1321","大洋","8.11","7.04","1.00",
"1323","永裕","30.26","4.28","0.65",
"1324","地球","21.56","8.70","0.58",
"1325","恆大","18.77","1.75","0.87",
"1326","台化","9.76","11.22","1.56",
"1402","遠東新","13.10","6.20","1.46",
"1409","新纖","9.76","0.00","0.52",
"1410","南染","-","0.00","0.55",
"1413","宏洲","-","0.00","0.30",
"1414","東和","-","0.00","0.57",
"1416","廣豐","-","0.00","0.57",
"1417","嘉裕","-","0.00","0.66",
"1418","東華","-","0.00","0.43",
"1419","新紡","36.25","2.16","1.55",
"1423","利華","21.03","0.00","0.45",
"1432","大魯閣","-","0.00","1.16",
"1434","福懋","10.41","6.70","0.75",
"1435","中福","45.91","0.00","0.62",
"1436","華友聯","102.56","0.00","0.79",
"1437","勤益控","47.86","0.00","1.11",
"1438","三地開發","-","0.00","0.54",
"1439","雋揚","-","1.86","0.77",
"1440","南紡","-","0.00","0.51",
"1441","大東","-","0.00","0.43",
"1442","名軒","21.28","0.00","0.55",
"1443","立益物流","-","0.00","0.37",
"1444","力麗","-","0.00","0.36",
"1445","大宇","413.00","0.00","0.41",
"1446","宏和","-","0.00","0.34",
"1447","力鵬","156.25","0.00","0.51",
"1449","佳和","-","0.00","0.45",
"1451","年興","6.44","8.62","0.94",
"1452","宏益","-","0.00","0.47",
"1453","大將","-","0.00","0.32",
"1454","台富","-","0.00","0.39",
"1455","集盛","-","1.57","0.53",
"1456","怡華","-","0.00","0.36",
"1457","宜進","-","0.00","0.33",
