"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","11.29","5.08","1.26",
"1102","亞泥","7.57","10.53","0.91",
"1103","嘉泥","-","0.00","0.88",
"1104","環泥","9.95","10.43","0.52",
"1107","建台","-","0.00","23.00",
"1108","幸福","-","4.32","0.65",
"1109","信大","19.36","5.49","0.68",
"1110","東泥","24.04","3.85","0.47",
"1201","味全","-","0.00","1.24",
"1203","味王","-","0.00","0.66",
"1210","大成","6.35","2.83","0.84",
"1213","大飲","401.00","0.00","0.59",
"1215","卜蜂","-","0.00","0.45",
"1216","統一","14.61","2.42","1.16",
"1217","愛之味","26.76","0.00","0.62",
"1218","泰山","-","0.00","0.54",
"1219","福壽","37.00","0.00","0.39",
"1220","台榮","-","0.00","0.61",
"1225","福懋油","18.28","0.00","0.40",
"1227","佳格","7.66","6.87","0.93",
"1229","聯華","18.31","4.82","0.81",
"1231","聯華食","12.49","0.00","0.62",
"1232","大統益","8.19","7.19","1.22",
"1233","天仁","13.95","6.25","1.90",
"1234","黑松","91.40","2.19","0.53",
"1235","興泰","10.47","8.96","1.03",
"1236","宏亞","8.66","8.62","1.28",
"1301","台塑","6.93","8.84","1.92",
"1303","南亞","7.28","7.93","1.79",
"1304","台聚","8.75","10.40","0.74",
"1305","華夏","-","0.00","0.90",
"1307","三芳","14.93","3.50","1.46",
"1308","亞聚","8.15","8.66","0.83",
"1309","台達化","-","4.92","0.57",
"1310","台苯","-","6.76","1.41",
"1311","福聚","8.79","16.84","1.25",
"1312","國喬","24.56","0.00","0.81",
"1313","聯成","15.13","6.69","0.86",
"1314","中石化","6.65","0.00","0.74",
"1315","達新","8.53","6.90","0.83",
"1316","上曜","-","0.00","0.27",
"1319","東陽","19.90","4.93","2.45",
"1321","大洋","7.68","9.43","0.74",
"1323","永裕","9.33","7.98","0.68",
"1324","地球","11.95","8.37","0.58",
"1325","恆大","-","0.00","1.01",
"1326","台化","6.20","10.28","1.89",
"1402","遠東新","11.88","8.37","1.19",
"1409","新纖","35.17","0.00","0.59",
"1410","南染","-","0.00","0.43",
"1413","宏洲","-","0.00","0.31",
"1414","東和","-","0.00","0.43",
"1416","廣豐","-","0.00","0.48",
"1417","嘉裕","-","0.00","0.58",
"1418","東華","-","0.00","0.39",
"1419","新紡","22.41","0.00","0.82",
"1423","利華","-","0.00","0.31",
"1432","大魯閣","-","0.00","1.27",
"1434","福懋","10.70","5.95","1.20",
"1435","中福","-","0.00","1.79",
"1436","華友聯","-","0.00","0.67",
"1437","勤益控","-","0.00","0.80",
"1438","三地開發","-","0.00","0.53",
