"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","7.11","109","13.90","1.48","110/3",
"1102","亞泥","7.97","109","9.95","1.01","110/3",
"1103","嘉泥","6.85","109","7.20","0.51","110/3",
"1104","環泥","5.09","109","12.78","0.75","110/3",
"1108","幸福","5.98","109","20.17","1.04","110/3",
"1109","信大","7.48","109","7.08","0.92","110/3",
"1110","東泥","0.49","109","85.42","1.37","110/3",
"1201","味全","2.42","109","18.56","1.61","110/3",
"1203","味王","3.41","109","17.65","1.48","110/3",
"1210","大成","5.75","109","18.19","2.14","110/3",
"1213","大飲","0.00","109","-","1.01","110/3",
"1215","卜蜂","5.61","109","14.50","2.75","110/3",
"1216","統一","3.99","109","19.15","3.41","110/3",
"1217","愛之味","0.00","109","20.39","0.78","110/3",
"1218","泰山","5.17","109","22.03","1.94","110/3",
"1219","福壽","5.09","109","15.98","1.46","110/3",
"1220","台榮","6.45","109","13.36","1.17","110/3",
"1225","福懋油","2.73","109","23.38","3.38","110/3",
"1227","佳格","4.64","109","18.52","2.81","110/3",
"1229","聯華","4.67","109","16.42","2.08","110/3",
"1231","聯華食","3.82","109","17.26","3.19","110/3",
"1232","大統益","3.90","109","18.69","5.49","110/3",
"1233","天仁","2.35","109","74.13","2.21","110/3",
"1234","黑松","5.14","109","19.89","0.79","110/3",
"1235","興泰","3.44","109","60.49","1.31","110/3",
"1236","宏亞","0.74","109","-","1.90","110/3",
"1256","鮮活果汁-KY","3.70","109","12.75","3.79","110/3",
"1301","台塑","2.35","109","9.96","1.69","110/3",
"1303","南亞","2.86","109","8.75","1.67","110/3",
"1304","台聚","3.23","109","6.78","1.39","110/3",
"1305","華夏","6.86","109","6.75","1.84","110/3",
"1307","三芳","2.43","109","42.92","1.07","110/3",
"1308","亞聚","3.83","109","8.03","1.44","110/3",
"1309","台達化","8.97","109","5.78","1.73","110/3",
"1310","台苯","2.92","109","11.51","1.21","110/3",
"1312","國喬","0.36","109","3.70","0.77","110/3",
"1313","聯成","4.74","109","6.43","0.95","110/3",
"1314","中石化","0.00","109","10.20","0.55","110/3",
"1315","達新","9.22","109","201.86","0.72","110/3",
"1316","上曜","0.00","109","-","1.94","110/3",
"1319","東陽","2.44","109","27.99","0.90","110/3",
"1321","大洋","2.88","109","16.14","1.16","110/3",
"1323","永裕","4.57","109","11.33","1.41","110/3",
"1324","地球","2.58","109","-","0.93","110/3",
"1325","恆大","26.70","109","4.66","1.31","110/3",
"1326","台化","3.17","109","10.34","1.19","110/3",
"1337","再生-KY","0.00","109","-","0.36","110/3",
"1338","廣華-KY","6.53","109","10.92","0.73","110/3",
"1339","昭輝","5.76","109","23.93","0.76","110/3",
