"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","6.81","109","12.30","1.48","110/1",
"1102","亞泥","7.00","109","9.92","1.13","110/1",
"1103","嘉泥","6.33","109","7.70","0.57","110/1",
"1104","環泥","4.85","109","10.37","0.79","110/1",
"1108","幸福","5.13","109","15.69","1.25","110/1",
"1109","信大","5.87","109","7.30","1.13","110/1",
"1110","東泥","0.63","109","132.08","1.06","110/1",
"1201","味全","2.45","109","18.50","1.65","110/1",
"1203","味王","3.14","109","18.82","1.58","110/1",
"1210","大成","5.18","109","13.53","2.42","110/1",
"1213","大飲","0.00","108","-","0.98","110/1",
"1215","卜蜂","5.56","109","11.99","2.46","110/1",
"1216","統一","3.67","109","18.59","3.50","110/1",
"1217","愛之味","0.00","108","21.70","0.93","110/1",
"1218","泰山","4.83","109","15.85","1.96","110/1",
"1219","福壽","4.18","109","13.20","1.65","110/1",
"1220","台榮","5.83","109","13.29","1.25","110/1",
"1225","福懋油","3.04","109","20.22","2.88","110/1",
"1227","佳格","4.64","109","15.44","2.67","110/1",
"1229","聯華","5.61","109","14.85","1.90","110/1",
"1231","聯華食","4.27","109","14.43","2.64","110/1",
"1232","大統益","3.59","109","17.65","5.30","110/1",
"1233","天仁","2.30","109","47.67","2.12","110/1",
"1234","黑松","5.13","109","15.39","0.78","110/1",
"1235","興泰","4.46","109","49.41","0.84","110/1",
"1236","宏亞","1.26","109","36.02","1.04","110/1",
"1256","鮮活果汁-KY","2.75","109","15.31","5.24","110/1",
"1301","台塑","2.32","109","18.62","1.83","110/1",
"1303","南亞","2.82","109","15.94","1.84","110/1",
"1304","台聚","2.80","109","11.14","1.71","110/1",
"1305","華夏","6.36","109","9.32","1.89","110/1",
"1307","三芳","2.18","109","28.63","1.15","110/1",
"1308","亞聚","4.35","109","12.38","1.44","110/1",
"1309","台達化","7.10","109","6.42","2.11","110/1",
"1310","台苯","2.40","109","13.11","1.45","110/1",
"1312","國喬","0.33","109","4.61","0.91","110/1",
"1313","聯成","3.80","109","7.98","1.34","110/1",
"1314","中石化","2.23","108","32.80","0.62","110/1",
"1315","達新","10.54","109","1.86","0.84","110/1",
"1316","上曜","0.00","108","36.29","1.06","110/1",
"1319","東陽","2.32","109","29.53","0.93","110/1",
"1321","大洋","2.70","109","12.37","1.12","110/1",
"1323","永裕","4.68","109","11.03","1.46","110/1",
"1324","地球","2.74","109","156.43","0.85","110/1",
"1325","恆大","13.45","109","3.79","1.96","110/1",
"1326","台化","2.91","109","13.55","1.36","110/1",
"1337","再生-KY","0.00","108","-","0.38","110/1",
"1338","廣華-KY","5.53","109","12.56","0.82","110/1",
"1339","昭輝","5.28","109","26.50","0.80","110/1",
"1340","勝悅-KY","0.00","108","-","0.31","110/1",
"1341","富林-KY","7.55","109","11.24","2.92","110/1",
"1342","八貫","4.76","109","18.95","2.36","110/1",
"1402","遠東新","4.23","109","18.44","0.83","110/1",
"1409","新纖","5.10","109","9.89","1.13","110/1",
"1410","南染","2.55","109","36.72","2.00","110/1",
"1413","宏洲","0.00","108","-","1.52","110/1",
"1414","東和","1.42","109","40.11","1.22","110/1",
"1416","廣豐","4.44","109","-","0.59","110/1",
"1417","嘉裕","1.98","109","-","1.08","110/1",
"1418","東華","0.00","108","-","2.34","110/1",
"1419","新紡","2.53","109","28.42","1.29","110/1",
"1423","利華","8.43","109","7.05","0.98","110/1",
"1432","大魯閣","29.20","108","72.11","1.30","110/1",
"1434","福懋","3.18","109","22.79","0.85","110/1",
"1435","中福","0.00","108","-","3.07","110/1",
"1436","華友聯","5.03","109","16.86","1.36","110/1",
"1437","勤益控","2.78","109","11.13","0.80","110/1",
"1438","三地開發","0.00","108","-","2.83","110/1",
"1439","雋揚","20.00","108","-","1.00","110/1",
"1440","南紡","1.30","109","22.88","1.73","110/1",
"1441","大東","0.00","108","-","1.44","110/1",
"1442","名軒","2.87","109","47.16","1.15","110/1",
"1443","立益物流","0.00","108","-","1.63","110/1",
"1444","力麗","0.00","108","-","1.18","110/1",
"1445","大宇","1.66","109","-","1.00","110/1",
"1446","宏和","0.93","109","357.78","2.81","110/1",
"1447","力鵬","0.00","108","-","1.10","110/1",
"1449","佳和","0.00","108","-","1.39","110/1",
"1451","年興","2.82","109","-","0.55","110/1",
"1452","宏益","2.68","109","15.20","1.29","110/1",
"1453","大將","2.13","108","12.89","0.74","110/1",
"1454","台富","2.00","109","-","0.78","110/1",
"1455","集盛","1.20","109","24.51","1.92","110/1",
"1456","怡華","0.00","108","9.30","1.29","110/1",
"1457","宜進","7.96","109","5.56","0.89","110/1",
"1459","聯發","0.00","108","14.44","1.54","110/1",
"1460","宏遠","0.00","109","-","1.40","110/1",
"1463","強盛","1.94","109","53.45","1.17","110/1",
"1464","得力","1.72","109","-","1.41","110/1",
"1465","偉全","2.31","109","-","0.79","110/1",
"1466","聚隆","0.00","108","21.82","1.28","110/1",
"1467","南緯","4.12","109","13.18","1.25","110/1",
"1468","昶和","0.00","108","36.97","1.59","110/1",
"1470","大統新創","2.59","109","55.86","1.48","110/1",
"1471","首利","0.00","108","3.14","1.39","110/1",
"1472","三洋實業","0.00","108","-","3.72","110/1",
"1473","台南","1.11","109","-","0.79","110/1",
"1474","弘裕","2.44","109","14.26","1.06","110/1",
"1475","業旺","0.00","108","158.75","5.97","110/1",
"1476","儒鴻","1.77","109","34.65","8.31","110/1",
"1477","聚陽","3.05","109","27.81","5.38","110/1",
"1503","士電","3.11","109","15.91","1.04","110/1",
"1504","東元","3.48","109","16.75","1.00","110/1",
"1506","正道","0.00","108","-","1.88","110/1",
"1507","永大","3.07","109","18.28","2.10","110/1",
"1512","瑞利","0.00","108","-","7.33","110/1",
"1513","中興電","4.40","109","11.47","2.07","110/1",
"1514","亞力","4.69","109","16.62","1.64","110/1",
"1515","力山","4.68","109","13.28","4.11","110/1",
"1516","川飛","3.43","109","30.77","1.83","110/1",
"1517","利奇","1.40","109","16.59","1.66","110/1",
"1519","華城","3.00","109","24.52","3.52","110/1",
"1521","大億","2.90","109","29.35","1.92","110/1",
"1522","堤維西","2.81","109","23.99","1.02","110/1",
"1524","耿鼎","2.09","109","62.81","0.75","110/1",
"1525","江申","3.23","109","12.63","1.14","110/1",
"1526","日馳","3.60","109","14.31","2.52","110/1",
"1527","鑽全","4.77","109","15.94","1.60","110/1",
"1528","恩德","0.91","109","-","1.02","110/1",
"1529","樂事綠能","3.01","109","28.14","1.49","110/1",
"1530","亞崴","7.04","109","46.10","1.09","110/1",
"1531","高林股","1.36","109","-","0.76","110/1",
"1532","勤美","3.13","109","15.69","1.02","110/1",
"1533","車王電","0.91","108","65.71","2.21","110/1",
"1535","中宇","3.64","109","17.90","1.50","110/1",
"1536","和大","1.12","109","138.31","3.16","110/1",
"1537","廣隆","6.80","109","13.46","2.85","110/1",
"1538","正峰","0.00","108","-","2.17","110/1",
"1539","巨庭","4.31","108","-","0.96","110/1",
"1540","喬福","3.12","109","-","1.01","110/1",
"1541","錩泰","6.00","109","9.56","2.19","110/1",
"1558","伸興","5.81","109","9.49","1.86","110/1",
"1560","中砂","4.21","109","17.73","2.05","110/1",
"1568","倉佑","1.22","109","88.04","1.73","110/1",
"1582","信錦","5.98","109","10.79","1.73","110/1",
"1583","程泰","4.75","109","25.65","1.39","110/1",
"1587","吉茂","7.16","109","9.54","1.50","110/1",
"1589","永冠-KY","2.06","109","10.74","0.92","110/1",
"1590","亞德客-KY","0.93","109","31.72","8.48","110/1",
"1592","英瑞-KY","0.00","108","-","0.60","110/1",
"1597","直得","1.48","109","36.38","3.99","110/1",
"1598","岱宇","7.90","109","7.60","3.09","110/1",
"1603","華電","1.61","109","12.66","0.89","110/1",
"1604","聲寶","8.43","109","5.92","1.38","110/1",
"1605","華新","3.42","109","10.65","0.96","110/1",
"1608","華榮","2.65","109","4.97","1.46","110/1",
"1609","大亞","2.46","109","14.56","2.03","110/1",
"1611","中電","2.64","109","42.04","0.86","110/1",
"1612","宏泰","4.55","109","11.19","1.51","110/1",
"1614","三洋電","2.80","109","23.22","1.72","110/1",
"1615","大山","6.09","109","13.73","2.32","110/1",
"1616","億泰","0.00","108","70.54","1.14","110/1",
"1617","榮星","3.23","109","14.88","1.46","110/1",
"1618","合機","1.80","109","12.61","0.84","110/1",
"1626","艾美特-KY","4.02","109","19.88","1.13","110/1",
"1701","中化","4.17","109","12.44","1.01","110/1",
"1702","南僑","3.76","109","11.42","2.12","110/1",
"1707","葡萄王","3.78","109","20.23","2.83","110/1",
"1708","東鹼","6.45","109","32.07","1.14","110/1",
"1709","和益","5.78","109","13.83","1.33","110/1",
