日期,開盤,最高,最低,收盤,漲跌,漲跌%,均價5,均價10,均價20,均價60,均價120,成交量,均量5,融資張數,均量5,均量10,融券張數,均量5,均量10,騰落指標,漲跌家數,外資庫存,均量5,均量10,投信庫存,均量5,均量10,自營商庫存,均量5,均量10,法人庫存,均量5,均量10,未平倉量
2014/2/19,77.9,78,77.2,77.5,0,0,,,,,,484,,2730,,,62,,,-9577,-9577,18327,,,2776,,,556,,,21659,,,0
2014/2/20,77,78.4,77,77.3,-0.2,-0.2581,,,,,,342,,2729,,,61,,,-9773,-196,18282,,,2754,,,578,,,21614,,,0
2014/2/21,77.5,77.7,77.1,77.5,0.2,0.2587,,,,,,349,,2681,,,61,,,-9414,359,18262,,,2732,,,592,,,21586,,,0
2014/2/24,77.5,77.5,76.6,76.7,-0.8,-1.0323,,,,,,327,,2686,,,64,,,-9510,-96,18212,,,2732,,,602,,,21546,,,0
2014/2/25,77,77.4,76.7,77,0.3,0.3911,77.2,,,,,268,354,2641,2693.4,,64,62.4,,-9486,24,18218,18261,,2732,2745,,602,586,,21552,21592,,0
2014/2/26,76.7,79.2,76.4,78.3,1.3,1.6883,77.36,,,,,768,410,2650,2677.4,,62,62.4,,-9432,54,18205,18237,,2732,2736,,663,607,,21600,21580,,0
2014/2/27,78.5,78.6,77,77.3,-1,-1.2771,77.36,,,,,518,446,2621,2655.8,,53,60.8,,-9268,164,18166,18213,,2681,2722,,666,625,,21513,21560,,0
2014/3/3,77.5,79.4,77.5,78.8,1.5,1.9405,77.62,,,,,1161,608,2702,2660,,53,59.2,,-9493,-225,18176,18196,,2643,2704,,736,654,,21555,21554,,0
2014/3/4,79.5,80,78.8,79.9,1.1,1.3959,78.26,,,,,1191,781,2810,2684.8,,53,57,,-9761,-268,18245,18203,,2743,2706,,479,629,,21467,21538,,0
2014/3/5,80.8,80.9,79.7,80.7,0.8,1.0013,79,78.1,,,,1019,931,2819,2720.4,2706.9,60,56.2,59.3,-9390,371,18185,18196,18229,2875,2735,2740,479,605,595,21539,21536,21564,0
2014/3/6,81.7,81.7,78.9,79,-1.7,-2.1066,79.14,78.25,,,,1182,1014,2796,2749.6,2713.5,59,55.6,59,-9261,129,17939,18143,18190,2990,2786,2761,398,552,580,21327,21481,21531,0
2014/3/7,79.3,79.3,77.6,77.8,-1.2,-1.519,79.24,78.3,,,,745,1059,2765,2778.4,2717.1,59,56.8,58.8,-9636,-375,17852,18080,18147,2990,2848,2785,267,472,548,21109,21400,21480,0
2014/3/10,78.3,78.3,77.2,78.1,0.3,0.3856,79.1,78.36,,,,228,873,2720,2782,2721,58,57.8,58.5,-9715,-79,17840,18013,18105,2989,2917,2811,248,374,514,21077,21305,21429,0
2014/3/11,79.2,79.2,77.2,78,-0.1,-0.128,78.72,78.49,,,,507,736,2686,2757.2,2721,55,58.2,57.6,-9618,97,17796,17923,18063,3031,2975,2841,248,328,479,21075,21226,21382,0
2014/3/12,78,78,77.3,77.6,-0.4,-0.5128,78.1,78.55,,,,300,592,2650,2723.4,2721.9,47,55.6,55.9,-9683,-65,17785,17843,18020,3031,3006,2871,248,282,443,21064,21131,21333,0
2014/3/13,77.6,79.3,77.6,78.9,1.3,1.6753,78.08,78.61,,,,422,440,2587,2681.6,2715.6,47,53.2,54.4,-9606,77,17769,17809,17976,3031,3014,2900,248,252,402,21048,21075,21278,0
2014/3/14,77.6,78.2,77.6,78,-0.9,-1.1407,78.12,78.68,,,,288,349,2505,2629.6,2704,46,50.6,53.7,-9817,-211,17712,17781,17931,3031,3023,2935,250,248,360,20993,21052,21226,0
2014/3/17,78,79,77.8,78,0,0,78.1,78.6,,,,321,367,2525,2590.6,2686.3,46,48.2,53,-9601,216,17691,17751,17882,3031,3031,2974,250,249,312,20972,21031,21168,0
2014/3/18,78.3,78.5,77.9,78,0,0,78.1,78.41,,,,231,312,2455,2544.4,2650.8,46,46.4,52.3,-9492,109,17679,17728,17825,3031,3031,3003,250,249,289,20960,21008,21117,0
2014/3/19,78.1,79,77.6,78.9,0.9,1.1538,78.36,78.23,78.165,,,438,340,2499,2514.2,2618.8,46,46.2,50.9,-9837,-345,17652,17701,17772,3031,3031,3019,251,250,266,20934,20982,21056,0
2014/3/20,78.7,79.4,78.1,79,0.1,0.1267,78.38,78.23,78.24,,,726,400,2598,2516.4,2599,46,46,49.6,-10298,-461,17703,17688,17748,3031,3031,3023,251,250,251,20985,20969,21022,0
2014/3/21,78.9,78.9,77.5,78,-1,-1.2658,78.38,78.25,78.275,,,397,422,2635,2542.4,2586,46,46,48.3,-10446,-148,17621,17669,17725,3031,3031,3027,251,251,250,20903,20951,21002,0
2014/3/24,77,77,73.5,74.8,-3.2,-4.1026,77.74,77.92,78.14,,,609,480,2633,2564,2577.3,26,42,45.1,-10719,-273,17483,17628,17689,2981,3021,3026,252,251,250,20716,20900,20965,0
2014/3/25,74.6,75.2,74.4,74.8,0,0,77.1,77.6,78.045,,,584,550,2583,2589.6,2567,26,38,42.2,-10087,632,17175,17527,17627,2981,3011,3021,254,252,250,20410,20790,20899,0
2014/3/26,75,75.4,74.2,74.8,0,0,76.28,77.32,77.935,,,553,573,2692,2628.2,2571.2,26,34,40.1,-9865,222,16993,17395,17548,2981,3001,3016,254,252,251,20228,20649,20815,0
2014/3/27,75.4,75.4,74.5,75.1,0.3,0.4011,75.5,76.94,77.775,,,315,491,2740,2656.6,2586.5,25,29.8,37.9,-9895,-30,16955,17246,17467,2981,2991,3011,254,253,252,20190,20490,20729,0
2014/3/28,75.6,76.3,74.9,76.3,1.2,1.5979,75.16,76.77,77.725,,,483,508,2669,2663.4,2602.9,25,25.6,35.8,-10254,-359,17177,17157,17413,2981,2981,3006,254,254,252,20412,20392,20671,0
2014/3/31,77,77.1,75,76.8,0.5,0.6553,75.56,76.65,77.625,,,256,438,2666,2670,2617,21,24.6,33.3,-9751,503,17244,17109,17369,2981,2981,3001,254,254,252,20479,20344,20622,0
2014/4/1,77.5,77.5,75.8,76.3,-0.5,-0.651,75.86,76.48,77.445,,,243,370,2680,2689.4,2639.5,21,23.6,30.8,-9705,46,17261,17126,17327,2987,2982,2997,254,254,253,20502,20363,20576,0
2014/4/2,75.8,77.1,75.2,75.3,-1,-1.3106,75.96,76.12,77.175,,,361,331,2651,2681.2,2654.7,8,20,27,-9567,138,17170,17162,17279,2987,2983,2992,179,239,246,20336,20384,20516,0
2014/4/3,76,76.3,75.3,75.8,0.5,0.664,76.1,75.8,77.015,,,228,314,2663,2665.8,2661.2,0,15,22.4,-9545,22,17182,17207,17226,2977,2983,2987,179,224,238,20338,20414,20452,0
2014/4/7,76.3,76.8,75.8,76.5,0.7,0.9235,76.14,75.65,76.95,,,238,265,2633,2658.6,2661,0,10,17.8,-9656,-111,17184,17209,17183,2977,2982,2981,179,209,231,20340,20400,20396,0
2014/4/8,77.5,77.5,75.4,75.8,-0.7,-0.915,75.94,75.75,76.835,,,270,268,2589,2643.2,2656.6,0,5.8,15.2,-9723,-67,17168,17193,17151,2890,2964,2972,179,194,224,20237,20351,20348,0
2014/4/9,75.3,76.2,75.3,76,0.2,0.2639,75.88,75.87,76.735,,,104,240,2574,2622,2655.7,0,1.6,12.6,-9425,298,17173,17176,17151,2890,2944,2963,179,179,216,20242,20299,20331,0
2014/4/10,76,76.6,75.8,76,0,0,76.02,75.99,76.655,,,210,210,2608,2613.4,2647.3,1,0.2,10.1,-9599,-174,17188,17179,17171,2790,2905,2944,179,179,209,20157,20263,20324,0
2014/4/11,75,75.3,73.1,74.3,-1.7,-2.2368,75.72,75.91,76.425,,,528,270,2492,2579.2,2622.5,7,1.6,8.3,-10027,-428,17165,17176,17192,2790,2868,2925,179,179,202,20134,20223,20318,0
2014/4/14,72.5,73.8,71.5,71.7,-2.6,-3.4993,74.76,75.45,76.11,,,860,394,2573,2567.2,2612.9,0,1.6,5.8,-10540,-513,17164,17172,17190,2744,2821,2901,179,179,194,20087,20172,20286,0
2014/4/15,72,73.1,72,73,1.3,1.8131,74.2,75.07,75.86,,,202,380,2562,2561.8,2602.5,1,1.8,3.8,-10190,350,17173,17173,17183,2744,2792,2878,179,179,186,20096,20144,20247,0
2014/4/16,73,73.1,72.1,73,0,0,73.6,74.74,75.61,,,435,447,2526,2552.2,2587.1,1,2,1.8,-9806,384,17252,17189,17182,2594,2733,2838,178,179,179,20024,20100,20200,0
2014/4/17,74,74.2,73.3,74,1,1.3699,73.2,74.61,75.365,,,362,477,2495,2529.6,2571.5,1,2,1.1,-9705,101,17242,17200,17190,2544,2683,2794,166,176,178,19952,20059,20161,0
2014/4/18,74.5,74.7,73.4,73.5,-0.5,-0.6757,73.04,74.38,75.09,,,402,452,2462,2523.6,2551.4,2,1,1.3,-9874,-169,17154,17197,17187,2486,2623,2745,167,174,176,19807,19994,20108,0
2014/4/21,74.1,74.1,72.9,73,-0.5,-0.6803,73.3,74.03,74.84,,,262,332,2460,2501,2534.1,2,1.4,1.5,-9941,-67,17064,17177,17175,2486,2571,2696,167,171,175,19717,19920,20046,0
2014/4/22,72.5,74.4,72.5,74.3,1.3,1.7808,73.56,73.88,74.815,,,242,340,2463,2481.2,2521.5,3,1.8,1.8,-9870,71,16994,17142,17157,2486,2519,2656,167,169,174,19647,19830,19987,0
2014/4/23,74.3,75,72.5,73,-1.3,-1.7497,73.56,73.58,74.725,,,281,309,2451,2466.2,2509.2,3,2.2,2.1,-10181,-311,16844,17060,17124,2486,2498,2615,167,167,173,19497,19725,19912,0
2014/4/24,73,73.7,71.4,72.2,-0.8,-1.0959,73.2,73.2,74.595,,,438,325,2462,2459.6,2494.6,5,3,2.5,-10577,-396,16774,16966,17083,2486,2486,2585,167,167,172,19427,19620,19839,0
2014/4/25,72.8,72.8,70.8,72,-0.2,-0.277,72.9,72.97,74.44,,,428,330,2451,2457.4,2490.5,3,3.2,2.1,-11394,-817,16680,16872,17035,2486,2486,2554,167,167,170,19333,19525,19759,0
2014/4/28,69.5,71.4,69.5,70.8,-1.2,-1.6667,72.46,72.88,74.165,,,628,403,2452,2455.8,2478.4,1,3,2.2,-11474,-80,16640,16787,16982,2486,2486,2529,167,167,169,19293,19440,19680,0
