日期,開盤,最高,最低,收盤,漲跌,漲跌%,均價5,均價10,均價20,均價60,均價120,成交量,均量5,融資張數,均量5,均量10,融券張數,均量5,均量10,騰落指標,漲跌家數,外資庫存,均量5,均量10,投信庫存,均量5,均量10,自營商庫存,均量5,均量10,法人庫存,均量5,均量10,未平倉量
2011/10/12,18.25,18.5,17.9,18.2,0,0,,,,,,1673,,19757,,,3021,,,-5608,-5608,6687,,,494,,,0,,,7182,,,0
2011/10/13,18.5,18.5,18.1,18.1,-0.1,-0.5495,,,,,,1318,,19709,,,3186,,,-5281,327,6821,,,494,,,175,,,7491,,,0
2011/10/14,18.15,18.45,18.05,18.2,0.1,0.5525,,,,,,1601,,19570,,,3352,,,-5542,-261,6905,,,564,,,0,,,7470,,,0
2011/10/17,18.4,18.5,18.2,18.3,0.1,0.5495,,,,,,2241,,19724,,,3979,,,-5072,470,7021,,,564,,,0,,,7586,,,0
2011/10/18,18.1,18.15,17.95,18.1,-0.2,-1.0929,18.18,,,,,909,1548.4,19676,19687.2,,3889,3485.4,,-5577,-505,7038,6895,,564,537,,0,35,,7603,7467,,0
2011/10/19,18.35,18.7,18.1,18.2,0.1,0.5525,18.18,,,,,2175,1648.8,19523,19640.4,,4231,3727.4,,-5640,-63,7099,6978,,564,551,,0,35,,7664,7563,,0
2011/10/20,18.2,18.45,18,18,-0.2,-1.0989,18.16,,,,,718,1528.8,19427,19584,,4185,3927.2,,-6153,-513,7087,7031,,564,565,,0,0,,7652,7596,,0
2011/10/21,17.9,18.1,17.8,18.05,0.05,0.2778,18.13,,,,,774,1363.4,19288,19527.6,,4181,4093,,-6129,24,7110,7072,,564,565,,170,34,,7845,7671,,0
2011/10/24,18.3,18.55,18.15,18.2,0.15,0.831,18.11,,,,,1448,1204.8,19046,19392,,4345,4166.2,,-5433,696,7202,7108,,564,565,,165,67,,7932,7740,,0
2011/10/25,18.3,18.35,18.2,18.2,0,0,18.13,18.155,,,,658,1154.6,18965,19249.8,19468.5,4312,4250.8,3868.1,-5397,36,7259,7152,7024,564,565,551,0,67,51,7824,7784,7625,0
2011/10/26,18.05,18.55,18.05,18.45,0.25,1.3736,18.18,18.18,,,,1889,1097.4,18644,19074,19357.2,4454,4295.4,4011.4,-5258,139,7371,7207,7092,565,565,558,150,97,66,8087,7869,7716,0
2011/10/27,18.45,18.65,18.35,18.5,0.05,0.271,18.28,18.22,,,,2047,1363.2,18698,18928.2,19256.1,4618,4382,4154.6,-4903,355,7482,7286,7158,565,565,565,147,126,63,8195,7977,7786,0
2011/10/28,18.75,18.8,18.2,18.6,0.1,0.5405,18.39,18.26,,,,2830,1774.4,18044,18679.4,19103.5,4669,4479.6,4286.3,-4927,-24,7519,7367,7220,565,565,565,0,92,63,8085,8025,7848,0
