日期,開盤,最高,最低,收盤,漲跌,漲跌%,均價5,均價10,均價20,均價60,均價120,成交量,均量5,融資張數,均量5,均量10,融券張數,均量5,均量10,騰落指標,漲跌家數,外資庫存,均量5,均量10,投信庫存,均量5,均量10,自營商庫存,均量5,均量10,法人庫存,均量5,均量10,未平倉量
2014/12/3,64.5,66.5,63.5,64.9,0,0,,,,,,12254,,12538,,,2700,,,-15188,-15188,279462,,,5105,,,26485,,,311053,,,0
2014/12/4,64.9,65.5,62,62.6,-2.3,-3.5439,,,,,,9989,,12497,,,2318,,,-15069,119,278791,,,5105,,,26606,,,310503,,,0
2014/12/5,63.5,64.4,63,63.5,0.9,1.4377,,,,,,7079,,12637,,,2658,,,-14832,237,278467,,,5167,,,26411,,,310046,,,0
2014/12/8,64,64.5,62.4,63.5,0,0,,,,,,3695,,12522,,,2699,,,-14837,-5,279421,,,5167,,,26193,,,310782,,,0
2014/12/9,63.7,63.7,62.8,62.8,-0.7,-1.1024,63.46,,,,,3036,7210,12546,12548,,2673,2609.6,,-15156,-319,279021,279033,,5167,5143,,26152,26370,,310342,310545,,0
2014/12/10,63.5,65.4,63.5,63.9,1.1,1.7516,63.26,,,,,6248,6009,12439,12528.2,,2844,2638.4,,-15567,-411,280444,279229,,5167,5155,,26165,26306,,311777,310690,,0
2014/12/11,64,64.7,63.6,64,0.1,0.1565,63.54,,,,,2539,4519,12337,12496.2,,2829,2740.6,,-15651,-84,280692,279610,,5166,5167,,25983,26181,,311843,310958,,0
2014/12/12,64,64.7,63.9,64.2,0.2,0.3125,63.68,,,,,3809,3865,12061,12381,,2828,2774.6,,-15401,250,281050,280126,,5166,5167,,25928,26085,,312146,311378,,0
2014/12/15,63.8,63.9,63.2,63.7,-0.5,-0.7788,63.72,,,,,2763,3679,12028,12282.2,,2772,2789.2,,-15570,-169,280618,280366,,5166,5167,,25925,26032,,311710,311564,,0
2014/12/16,63.3,63.6,62.5,62.9,-0.8,-1.2559,63.74,63.6,,,,2984,3668,12061,12185.2,12366.6,2546,2763.8,2686.7,-15431,139,279973,280556,279794,5200,5174,5158,26005,26002,26186,311180,311732,311139,0
2014/12/17,62.9,64,62.8,64,1.1,1.7488,63.76,63.51,,,,3570,3133,11847,12066.8,12297.5,2560,2707,2672.7,-15910,-479,280979,280663,279946,5200,5180,5168,25923,25954,26130,312104,311797,311244,0
2014/12/18,64.7,64.7,62.8,62.8,-1.2,-1.875,63.52,63.53,,,,3801,3385,11772,11953.8,12225,2467,2634.6,2687.6,-15857,53,280315,280587,280098,5240,5195,5181,26028,25963,26072,311584,311745,311352,0
2014/12/19,63.9,64,63.2,64,1.2,1.9108,63.48,63.58,,,,3785,3380,11522,11846,12113.5,2503,2569.6,2672.1,-15928,-71,282420,280861,280494,5276,5217,5192,25809,25939,26012,313507,312017,311698,0
2014/12/22,64,64.1,63.2,63.3,-0.7,-1.0938,63.4,63.56,,,,2152,3258,11397,11719.8,12001,2480,2511.2,2650.2,-15481,447,281882,281114,280740,5276,5239,5203,25855,25925,25978,313014,312278,311921,0
2014/12/23,63.5,63.8,63.2,63.5,0.2,0.316,63.52,63.63,,,,1305,2922,11436,11594.8,11890,2665,2535,2649.4,-15253,228,282071,281534,281045,5296,5258,5216,25846,25893,25948,313214,312685,312209,0
2014/12/24,63.5,63.8,63.4,63.7,0.2,0.315,63.46,63.61,,,,1064,2421,11381,11501.6,11784.2,2622,2547.4,2627.2,-14748,505,282328,281804,281233,5296,5278,5229,25827,25874,25914,313452,312955,312376,0
2014/12/25,63.9,63.9,63.3,63.4,-0.3,-0.471,63.58,63.55,,,,640,1789,11364,11420,11686.9,2638,2581.6,2608.1,-14818,-70,282381,282217,281402,5296,5289,5242,25843,25837,25900,313521,313342,312544,0
2014/12/26,63.5,65,63.5,63.8,0.4,0.6309,63.54,63.51,,,,2699,1572,11434,11402.4,11624.2,2531,2587.2,2578.4,-14548,270,282562,282245,281553,5281,5290,5253,26102,25896,25917,313946,313430,312724,0
