日期,開盤,最高,最低,收盤,漲跌,漲跌%,均價5,均價10,均價20,均價60,均價120,成交量,均量5,融資張數,均量5,均量10,融券張數,均量5,均量10,騰落指標,漲跌家數,外資庫存,均量5,均量10,投信庫存,均量5,均量10,自營商庫存,均量5,均量10,法人庫存,均量5,均量10,未平倉量
2014/12/3,65.3,66.7,65,66,0,0,,,,,,2472,,11876,,,938,,,-15188,-15188,26677,,,9806,,,1089,,,37572,,,0
2014/12/4,66.5,67,66,66.6,0.6,0.9091,,,,,,2270,,11825,,,911,,,-15069,119,26735,,,9879,,,1543,,,38157,,,0
2014/12/5,66.7,67.4,66.2,66.6,0,0,,,,,,1872,,11897,,,870,,,-14832,237,26372,,,9527,,,1765,,,37664,,,0
2014/12/8,67.4,68.2,67,67,0.4,0.6006,,,,,,2939,,11870,,,973,,,-14837,-5,26372,,,9847,,,1956,,,38175,,,0
2014/12/9,67,68,66.7,67.4,0.4,0.597,66.72,,,,,2167,2344,11625,11818.6,,898,918,,-15156,-319,26493,26530,,10047,9821,,1873,1645,,38413,37997,,0
2014/12/10,67,68.3,66.8,67.7,0.3,0.4451,67.06,,,,,2923,2434,11487,11740.8,,987,927.8,,-15567,-411,26748,26544,,10372,9935,,1619,1751,,38739,38230,,0
2014/12/11,67.5,68.4,67.3,68,0.3,0.4431,67.34,,,,,2982,2576,11214,11618.6,,960,937.6,,-15651,-84,26522,26502,,10845,10128,,1382,1719,,38749,38349,,0
2014/12/12,68.4,68.5,67.5,67.5,-0.5,-0.7353,67.52,,,,,1975,2597,11094,11458,,928,949.2,,-15401,250,26231,26474,,10960,10414,,1266,1619,,38457,38507,,0
2014/12/15,67,67.4,66.5,66.9,-0.6,-0.8889,67.5,,,,,1021,2213,11223,11328.6,,847,924,,-15570,-169,26138,26427,,10930,10631,,1221,1472,,38289,38530,,0
2014/12/16,66.8,67.3,66,66.1,-0.8,-1.1958,67.24,66.98,,,,1952,2170,11184,11240.4,11529.5,836,911.6,914.8,-15431,139,26215,26371,26451,10870,10795,10308,1200,1338,1491,38285,38504,38251,0
2014/12/17,66.2,67.2,66,66.5,0.4,0.6051,67,67.03,,,,1292,1844,11019,11146.8,11443.8,848,883.8,905.8,-15910,-479,26122,26246,26395,10870,10895,10415,1094,1233,1492,38086,38374,38302,0
2014/12/18,67.4,71,67,69.1,2.6,3.9098,67.22,67.28,,,,7262,2700,11005,11105,11361.8,967,885.2,911.4,-15857,53,26303,26203,26352,12023,11131,10629,2135,1383,1551,40461,38716,38533,0
2014/12/19,70,70.4,68.7,68.9,-0.2,-0.2894,67.5,67.51,,,,5110,3327,10049,10896,11177,998,899.2,924.2,-15928,-71,26021,26161,26317,12821,11503,10959,1694,1469,1544,40536,39132,38820,0
2014/12/22,69,70.3,68.9,70.1,1.2,1.7417,68.14,67.82,,,,2077,3538,10003,10652,10990.3,1078,945.4,934.7,-15481,447,26238,26181,26304,13110,11939,11285,1867,1598,1535,41215,39718,39124,0
2014/12/23,70.5,70.8,69.5,70,-0.1,-0.1427,68.92,68.08,,,,2015,3551,9871,10389.4,10814.9,1057,989.6,950.6,-15253,228,26359,26210,26290,12812,12327,11561,1816,1721,1529,40988,40258,39381,0
2014/12/24,70.1,70.1,69.2,69.3,-0.7,-1,69.48,68.24,,,,1456,3584,9952,10176,10661.4,996,1019.2,951.5,-14748,505,26446,26274,26260,13017,12757,11826,1734,1849,1541,41198,40880,39627,0
2014/12/25,69.8,69.9,68.9,69.1,-0.2,-0.2886,69.48,68.35,,,,476,2226,10005,9976,10540.5,973,1020.4,952.8,-14818,-70,26456,26305,26254,12992,12950,12041,1755,1773,1578,41204,41029,39873,0
2014/12/26,69.7,70.6,69.5,69.5,0.4,0.5789,69.6,68.55,,,,1369,1478,9986,9963.4,10429.7,926,1006,952.6,-14548,270,26430,26387,26274,13206,13027,12265,1715,1778,1623,41352,41192,40162,0
2014/12/27,69.6,70,69.3,69.8,0.3,0.4317,69.54,68.84,,,,325,1128,10050,9972.8,10312.4,935,977.4,961.4,-14294,254,26430,26425,26303,13206,13047,12493,1721,1749,1673,41358,41220,40469,0
2014/12/29,70,71.5,69.8,71,1.2,1.7192,69.74,69.33,68.155,,,3441,1413,9789,9956.4,10172.9,998,965.6,977.6,-14278,16,26426,26439,26324,13218,13128,12728,2412,1868,1795,42057,41434,40846,0
2014/12/30,71,71.2,70.2,70.2,-0.8,-1.1268,69.92,69.7,68.365,,,1536,1429,9827,9931.4,10053.7,965,959.4,989.3,-14497,-219,26394,26428,26351,13056,13136,12946,2048,1931,1890,41499,41494,41187,0
2014/12/31,70.7,71.5,70.4,71.5,1.3,1.8519,70.4,69.94,68.61,,,1787,1691,9681,9866.6,9921.3,989,962.6,991.5,-14302,195,26044,26346,26325,13071,13151,13051,2563,2092,1933,41679,41589,41309,0
2015/1/5,71.5,71.6,70.3,71.4,-0.1,-0.1399,70.78,70.19,68.85,,,1254,1668,9632,9795.8,9879.6,986,974.6,990.3,-14286,16,26108,26281,26334,35405,17591,15309,2447,2239,2008,63961,46111,43652,0
2015/1/6,70.9,71.7,70,70.3,-1.1,-1.5406,70.88,70.21,69.015,,,2048,2013,9554,9696.6,9834.7,904,968.4,972.9,-14890,-604,26214,26238,26332,35405,22031,17539,2442,2383,2066,64062,50652,45936,0
