日期,開盤,最高,最低,收盤,漲跌,漲跌%,均價5,均價10,均價20,均價60,均價120,成交量,均量5,融資張數,均量5,均量10,融券張數,均量5,均量10,外資庫存,均量5,均量10,投信庫存,均量5,均量10,自營商庫存,均量5,均量10,法人庫存,均量5,均量10,騰落指標,漲跌家數,未平倉量
2015/5/18,240.21,244.69,240.21,240.31,-1.69,-0.6983,241.38,250.041,,,,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17021,-356,0
2015/5/19,243.49,245.5,240.91,241,0.69,0.2871,241.58,246.54,,,,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16736,285,0
2015/5/20,241.8,241.8,235,239.99,-1.01,-0.4191,241.778,244.289,,,,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16605,131,0
2015/5/21,234.41,234.41,234.4,234.4,-5.59,-2.3293,239.54,242.529,,,,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16746,-141,0
2015/5/22,234.41,235.1,230,230,-4.4,-1.8771,237.14,239.729,,,,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16590,156,0
2015/5/25,232.79,232.79,213.76,220.79,-9.21,-4.0043,233.236,237.308,,,,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16678,-88,0
2015/5/26,214.11,222,214.11,220,-0.79,-0.3578,229.036,235.308,,,,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16758,-80,0
2015/5/27,219.5,219.99,219,219.5,-0.5,-0.2273,224.938,233.358,,,,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16662,96,0
2015/5/29,228.41,231,228.41,230.99,11.49,5.2346,224.256,231.898,245.354,,,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16408,254,0
2015/6/1,221.3,222,218.51,218.51,-12.48,-5.4028,221.958,229.549,242.5295,,,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16550,-142,0
2015/6/2,220.01,221,220.01,221,2.49,1.1395,222,227.618,238.8295,,,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16563,-13,0
2015/6/3,220.21,220.21,217.5,218.5,-2.5,-1.1312,221.7,225.368,235.954,,,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16826,-263,0
2015/6/4,219.88,219.88,218,218,-0.5,-0.2288,221.4,223.169,233.729,,,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17290,-464,0
2015/6/5,217,219.19,216,216,-2,-0.9174,218.402,221.329,231.929,,,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17409,-119,0
2015/6/8,217.59,217.59,217.59,217.59,1.59,0.7361,218.218,220.088,229.9085,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17567,-158,0
2015/6/9,215,215,215,215,-2.59,-1.1903,217.018,219.509,228.4085,,,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18222,-655,0
2015/6/10,215,217,215,217,2,0.9302,216.718,219.209,227.2585,,,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17852,370,0
2015/6/11,215,215,215,215,-2,-0.9217,216.118,218.759,226.0585,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17907,-55,0
2015/6/12,220,220,214.43,216,1,0.4651,216.118,217.26,224.579,,,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17749,158,0
2015/6/15,214.42,215,207,207,-9,-4.1667,214,216.109,222.829,,,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17813,-64,0
2015/6/16,201.41,201.41,189,194,-13,-6.2802,209.8,213.409,220.5135,,,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18104,-291,0
2015/6/17,200,205.25,200,205.25,11.25,5.799,207.45,212.084,218.726,,,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17927,177,0
2015/6/18,200,202,200,200.65,-4.6,-2.2412,204.58,210.349,216.759,,,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17627,300,0
2015/6/22,200.59,200.59,200,200.59,-0.06,-0.0299,201.498,208.808,215.0685,,,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17503,124,0
2015/6/23,201,201,201,201,0.41,0.2044,200.298,207.149,213.6185,,,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17352,151,0
2015/6/24,203,203,200,200,-1,-0.4975,201.498,205.649,212.579,,,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17397,-45,0
2015/6/25,202.99,202.99,201.5,201.5,1.5,0.75,200.748,204.099,211.654,,,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17338,59,0
2015/6/26,202.9,202.9,200.21,201,-0.5,-0.2481,200.818,202.699,210.729,,,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17352,-14,0
2015/6/29,198,198.6,197.81,198.6,-2.4,-1.194,200.42,200.959,209.1095,,,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17757,-405,0
2015/6/30,200,205,200,205,6.4,3.2226,201.22,200.759,208.434,,,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17578,179,0
2015/7/1,201,216,201,208,3,1.4634,202.82,202.159,207.784,,,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17326,252,0
2015/7/2,208,220,208,216.34,8.34,4.0096,205.788,203.268,207.676,,,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17230,96,0
2015/7/6,209,209,207,208,-8.34,-3.855,207.188,204.003,207.176,,,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17637,-407,0
2015/7/7,207,208,205.02,205.02,-2.98,-1.4327,208.472,204.446,206.627,,,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17660,-23,0
2015/7/8,205.02,206,200.11,201,-4.02,-1.9608,207.672,204.446,205.7975,,,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18218,-558,0
2015/7/9,200.43,200.43,200.43,200.43,-0.57,-0.2836,206.158,204.489,205.069,,,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18418,-200,0
2015/7/13,201,208.42,201,205,4.57,2.2801,203.89,204.839,204.469,,,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18066,352,0
2015/7/14,201.41,205.66,201.41,205,0,0,203.29,205.239,203.969,,,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18045,21,0
2015/7/15,205.99,206,205,205,0,0,203.286,205.879,203.419,,,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18138,-93,0
2015/7/16,203.01,207.99,203,207,2,0.9756,204.486,206.079,203.419,,,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18144,-6,0
2015/7/17,205,207.8,205,205,-2,-0.9662,205.4,205.779,203.969,,,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18211,-67,0
2015/7/20,205,205,201,201,-4,-1.9512,204.6,204.245,203.7565,,,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18533,-322,0
2015/7/21,200.41,200.41,196,196,-5,-2.4876,202.8,203.045,203.524,,,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18811,-278,0
2015/7/22,196,196.61,190,191,-5,-2.551,200,201.643,203.0445,,,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19132,-321,0
2015/7/23,190,190,186.79,190,-1,-0.5236,196.6,200.543,202.4945,,,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19470,-338,0
2015/7/24,186.79,187.37,186.78,186.78,-3.22,-1.6947,192.956,199.178,201.8335,,,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19699,-229,0
2015/7/27,182.01,186.93,182.01,186.93,0.15,0.0803,190.142,197.371,201.105,,,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20391,-692,0
2015/7/28,183,185,183,183.99,-2.94,-1.5728,187.74,195.27,200.2545,,,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20318,73,0
2015/7/29,174.81,180,174.81,178,-5.99,-3.2556,185.14,192.57,199.2245,217.896,,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20271,47,0
2015/7/30,178,179.05,178,178,0,0,182.74,189.67,197.8745,216.2793,,96,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19985,286,0
2015/7/31,189.5,201,189.5,201,23,12.9213,185.584,189.27,197.5245,214.7127,,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20189,-204,0
2015/8/3,195,201,194,196,-5,-2.4876,187.398,188.77,196.5075,213.3792,,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20573,-384,0
2015/8/4,195,195,190.11,191,-5,-2.551,188.8,188.27,195.6575,212.1875,,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21046,-473,0
2015/8/5,189.2,195,188,195,4,2.0942,192.2,188.67,195.1565,211.2375,,15,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20749,297,0
2015/8/6,192,192,190,192,-3,-1.5385,195,188.87,194.7065,210.1375,,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20927,-178,0
2015/8/7,196,196.5,196,196.5,4.5,2.3438,194.1,189.842,194.51,209.3292,,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20730,197,0
2015/8/10,196,197,195,196,-0.5,-0.2545,194.1,190.749,194.06,208.5958,,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20331,399,0
2015/8/11,193,196,181,184,-12,-6.1224,192.7,190.75,193.01,207.6792,,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20447,-116,0
2015/8/13,181,182,180.5,182,-2,-1.087,190.1,191.15,191.86,206.6193,,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20495,-48,0
2015/8/14,178,181.99,175,180,-2,-1.0989,187.7,191.35,190.51,205.586,,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20493,2,0
2015/8/17,179,179,178,178,-2,-1.1111,184,189.05,189.16,204.5475,,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20777,-284,0
2015/8/18,177,177,174,177,-1,-0.5618,180.2,187.15,187.96,203.4808,,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21005,-228,0
2015/8/19,176,176,176,176,-1,-0.565,178.6,185.65,186.96,202.4143,,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21492,-487,0
2015/8/20,175,176,175,175,-1,-0.5682,177.2,183.65,186.16,201.4243,,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21338,154,0
2015/8/21,175,175,175,175,0,0,176.2,181.95,185.41,200.5077,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21902,-564,0
2015/8/24,178,178,172,173,-2,-1.1429,175.2,179.6,184.721,199.7112,,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22706,-804,0
2015/8/25,167,170,167,170,-3,-1.7341,173.8,177,183.8745,198.8778,,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22569,137,0
2015/8/26,173.99,181.99,173.99,178,8,4.7059,174.2,176.4,183.575,198.1862,,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22291,278,0
2015/8/27,180,193,180,193,15,8.427,177.8,177.5,184.325,197.553,,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21816,475,0
2015/8/28,200,200,195,195,2,1.0363,181.8,179,185.175,197.1612,,86,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21378,438,0
2015/9/4,194,199,194,198,3,1.5385,186.8,181,185.025,196.7778,,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20848,530,0
2015/9/8,191,191,191,191,-7,-3.5354,191,182.4,184.775,196.3195,,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20634,214,0
2015/9/10,195,195,195,195,4,2.0942,194.4,184.3,184.975,195.9362,,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19972,662,0
2015/9/11,194,200,194,199,4,2.0513,195.6,186.7,185.175,195.6528,,16,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19823,149,0
2015/9/15,198,200,197,199,0,0,196.4,189.1,185.525,195.343,,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19970,-147,0
2015/9/17,205,205.1,200,205,6,3.0151,197.8,192.3,185.95,195.1763,,50,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19574,396,0
2015/9/18,212,212,202,202,-3,-1.4634,200,195.5,186.25,194.9263,,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19198,376,0
2015/9/22,205,205,203,203,1,0.495,201.6,198,187.2,194.7263,,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19199,-1,0
2015/9/23,202,203,200,200,-3,-1.4778,201.8,198.7,188.1,194.4597,,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19564,-365,0
2015/9/24,202.5,205,202.5,204,4,2,202.8,199.6,189.3,194.4097,,52,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19864,-300,0
2015/9/25,202,202,202,202,-2,-0.9804,202.2,200,190.5,194.543,,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19609,255,0
2015/9/30,202,210,202,210,8,3.9604,203.8,201.9,192.15,194.6222,,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19620,-11,0
2015/10/1,202,202,202,202,-8,-3.8095,203.6,202.6,193.45,194.6447,,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19248,372,0
2015/10/2,202,202,202,202,0,0,204,202.9,194.8,194.6682,,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19223,25,0
2015/10/5,201,210,201,210,8,3.9604,205.2,204,196.55,194.8182,,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18899,324,0
2015/10/6,205,205,205,205,-5,-2.381,205.8,204,198.15,194.9015,,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18967,-68,0
2015/10/7,205,205,204,204,-1,-0.4878,204.6,204.2,199.85,194.9432,,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18735,232,0
2015/10/8,201,205,201,202,-2,-0.9804,204.6,204.1,201.05,194.9598,,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19028,-293,0
2015/10/12,205,206,205,206,4,1.9802,205.4,204.7,201.7,195.0832,,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18985,43,0
2015/10/13,210,210,210,210,4,1.9417,205.4,205.3,202.45,195.1665,,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18877,108,0
2015/10/14,201,206,201,201,-9,-4.2857,204.6,205.2,202.6,195.0498,,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18859,18,0
2015/10/15,201,201,201,201,0,0,204,204.3,203.1,194.7942,,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18844,15,0
2015/10/16,201,201,201,201,0,0,203.8,204.2,203.4,194.6775,,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18738,106,0
2015/10/19,207,207,207,207,6,2.9851,204,204.7,203.8,194.7105,,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18696,42,0
2015/10/20,210,225,206,225,18,8.6957,207,206.2,205.1,195.1105,,68,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18499,197,0
2015/10/21,225,230,215,228,3,1.3333,212.4,208.5,206.25,195.57,,121,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18564,-65,0
2015/10/22,226,234,224,230,2,0.8772,218.2,211.1,207.65,195.9867,,23,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18464,100,0
2015/10/23,230,234,224,228,-2,-0.8696,223.6,213.7,208.9,196.37,,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18479,-15,0
2015/10/26,234,234,230,230,2,0.8772,228.2,216.1,210.4,196.7867,,12,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18316,163,0
2015/10/27,230,233,224,230.1,0.1,0.0435,229.22,218.11,211.705,197.1717,,7,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18431,-115,0
2015/10/29,224,227.01,224,227.01,-3.09,-1.3429,229.022,220.711,212.9555,197.5385,,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18714,-283,0
2015/10/30,223.1,223.1,220,220,-7.01,-3.088,227.022,222.611,213.4555,197.8552,,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18773,-59,0
2015/11/2,230,230,225,225,5,2.2727,226.422,225.011,214.6055,198.3385,,37,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18621,152,0
2015/11/3,233,233,233,233,8,3.5556,227.022,227.611,216.1555,199.0385,,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18434,187,0
2015/11/4,233,233.14,233,233.14,0.14,0.0601,227.63,228.425,217.3125,199.7575,,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18253,181,0
2015/11/10,228,235,228,235,1.86,0.7978,229.228,229.125,218.8125,200.5612,,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18840,-587,0
2015/11/13,225,225,225,225,-10,-4.2553,230.228,228.625,219.8625,201.1957,,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19450,-610,0
2015/11/16,225,225,220.01,220.01,-4.99,-2.2178,229.23,227.826,220.763,201.796,,25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19546,-96,0
2015/11/17,225,225,225,225,4.99,2.2681,227.63,227.326,221.713,202.5793,210.2377,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19197,349,0
2015/11/18,228,239.99,228,228.01,3.01,1.3378,226.604,227.117,222.6135,203.4128,209.8461,53,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19242,-45,0
2015/11/23,230,235,228.01,228.01,0,0,225.206,227.217,223.964,203.863,209.2878,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19035,207,0
2015/11/25,230,230,228.01,228.01,0,0,225.808,228.018,225.3145,204.3965,208.8878,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19583,-548,0
2015/11/27,228.01,239.99,228.01,230,1.99,0.8728,227.806,228.518,226.7645,205.0465,208.617,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19495,88,0
2015/11/30,230,239.99,230,239.99,9.99,4.3435,230.804,229.217,228.414,205.7963,208.5169,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19792,-297,0
2015/12/1,239.99,264.2,235,264.2,24.21,10.0879,238.042,232.323,230.374,206.9997,208.5686,119,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19452,340,0
2015/12/2,264.2,273.56,262,273.56,9.36,3.5428,247.152,236.179,232.652,208.284,208.8066,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19441,11,0
2015/12/3,273.56,273.57,251,256,-17.56,-6.4191,252.75,239.279,233.952,209.284,208.9399,31,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19445,-4,0
2015/12/4,257.88,257.88,257.88,257.88,1.88,0.7344,258.326,243.066,235.446,210.5153,209.0972,2,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19428,17,0
2015/12/7,246,246,245.01,245.01,-12.87,-4.9907,259.33,245.067,236.1965,211.5655,209.0924,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19393,35,0
2015/12/8,245.01,253.67,245.01,253.67,8.66,3.5345,257.224,247.633,237.375,212.7933,209.1897,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19665,-272,0
2015/12/9,241.01,253.67,241.01,253.67,0,0,253.246,250.199,238.708,214.0545,209.301,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20103,-438,0
2015/12/10,253.67,253.67,245,253.67,0,0,252.78,252.765,240.3915,215.3323,209.4066,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20096,7,0
2015/12/11,253.67,253.67,241.01,253.67,0,0,251.938,255.132,241.825,216.6268,209.5206,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20467,-371,0
2015/12/14,253.67,253.67,253.67,253.67,0,0,253.67,256.5,242.8585,217.938,209.6812,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20780,-313,0
2015/12/15,241.01,253.67,241.01,241.01,-12.66,-4.9907,251.138,254.181,243.252,219.0382,209.7729,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20496,284,0
2015/12/16,241.01,253.67,241.01,253.67,12.66,5.2529,251.138,252.192,244.1855,220.3827,210.0469,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20298,198,0
2015/12/17,253.67,257.88,245.01,252,-1.67,-0.6583,250.804,251.792,245.5355,221.7493,210.3136,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19940,358,0
2015/12/18,258.83,260,240,247,-5,-1.9841,249.47,250.704,246.885,222.8993,210.5427,80,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20014,-74,0
2015/12/21,247,247,240,240,-7,-2.834,246.736,250.203,247.635,223.6827,210.6178,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-19934,80,0
2015/12/22,240,240,240,240,0,0,246.534,248.836,248.2345,224.4327,210.7969,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20071,-137,0
2015/12/23,251.56,253,246,253,13,5.4167,246.4,248.769,249.484,225.3493,211.0636,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20191,-120,0
2015/12/24,246,258,246,257.88,4.88,1.9289,247.576,249.19,250.9775,226.464,211.3917,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20450,-259,0
2015/12/25,257.88,294,257.88,279.99,22.11,8.5738,254.174,251.822,253.477,227.8805,211.9083,116,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20199,251,0
2015/12/28,275.5,285.25,268.01,272.01,-7.98,-2.8501,260.576,253.656,255.078,229.0973,212.3751,52,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20299,-100,0
2015/12/29,283,293,271,285,12.99,4.7756,269.576,258.055,256.118,230.5307,212.9368,108,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20459,-160,0
2015/12/30,282,297.5,280,297.5,12.5,4.386,278.476,262.438,257.315,232.0723,213.6243,121,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20406,53,0
2015/12/31,297.5,307,285,307,9.5,3.1933,288.3,267.938,259.865,233.8223,214.3743,76,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20205,201,0
2016/1/4,292,312,289.95,300,-7,-2.2801,292.302,273.238,261.971,235.439,215.0827,104,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20609,-404,0
2016/1/5,301.5,305,294.51,301.5,1.5,0.5,298.2,279.388,264.7955,237.1307,215.7952,82,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20878,-269,0
