日期,開盤,最高,最低,收盤,漲跌,漲跌%,均價5,均價10,均價20,均價60,均價120,成交量,均量5,融資張數,均量5,均量10,融券張數,均量5,均量10,騰落指標,漲跌家數,外資庫存,均量5,均量10,投信庫存,均量5,均量10,自營商庫存,均量5,均量10,法人庫存,均量5,均量10,未平倉量
2014/12/2,49.7,49.7,49,49,0,0,,,,,,8999,,7933,,,2983,,,-15900,-15900,2677579,,,30022,,,35786,,,2743388,,,0
2014/12/3,49,49.4,48.8,49.15,0.15,0.3061,,,,,,6520,,8131,,,2893,,,-15188,712,2673526,,,29840,,,35808,,,2739175,,,0
2014/12/4,49.15,49.55,49.05,49.3,0.15,0.3052,,,,,,6051,,8432,,,2847,,,-15069,119,2670986,,,29730,,,35848,,,2736565,,,0
2014/12/5,49.1,49.35,48.65,48.65,-0.65,-1.3185,,,,,,10141,,9162,,,2650,,,-14832,237,2663071,,,29563,,,35988,,,2728623,,,0
2014/12/8,49,49.4,48.65,49.35,0.7,1.4388,49.09,,,,,8738,8089,9113,8554.2,,2677,2810,,-14837,-5,2661548,2669342,,29563,29744,,36049,35897,,2727160,2734983,,0
2014/12/9,49.5,49.8,49.1,49.5,0.15,0.304,49.19,,,,,9228,8135,8823,8732.2,,2686,2750.6,,-15156,-319,2662069,2666240,,29563,29652,,36080,35955,,2727713,2731848,,0
2014/12/10,49.6,49.65,49,49.35,-0.15,-0.303,49.23,,,,,13513,9534,9205,8947,,2645,2701,,-15567,-411,2659875,2663510,,29536,29591,,35863,35966,,2725274,2729068,,0
2014/12/11,49,49.15,48.7,48.7,-0.65,-1.3171,49.11,,,,,10197,10363,9485,9157.6,,2536,2638.8,,-15651,-84,2655301,2660373,,29531,29551,,35905,35978,,2720738,2725902,,0
2014/12/12,49.2,49.2,48.4,48.4,-0.3,-0.616,49.06,,,,,9215,10178,9526,9230.4,,2532,2615.2,,-15401,250,2651450,2658049,,29531,29545,,35722,35924,,2716705,2723519,,0
2014/12/15,48.9,49.2,48,48.8,0.4,0.8264,48.95,49.02,,,,5891,9608,9215,9250.8,8902.5,2612,2602.2,2706.1,-15570,-169,2651306,2656001,2662672,29531,29539,29641,35797,35874,35885,2716636,2721414,2728198,0
2014/12/16,48.35,48.9,48.1,48.1,-0.7,-1.4344,48.67,48.93,,,,5648,8892,9176,9321.4,9026.8,2565,2578,2664.3,-15431,139,2649224,2653432,2659836,29510,29528,29590,35820,35822,35889,2714556,2718782,2725315,0
2014/12/17,48.1,48.3,46.9,46.9,-1.2,-2.4948,48.18,48.705,,,,15030,9196,9662,9412.8,9179.9,2231,2495.2,2598.1,-15910,-479,2640878,2649633,2656571,29510,29523,29557,35456,35741,35853,2705846,2714897,2721982,0
2014/12/18,47.1,47.7,47,47.4,0.5,1.0661,47.92,48.515,,,,8594,8875,9807,9477.2,9317.4,2127,2413.4,2526.1,-15857,53,2636782,2645929,2653151,29510,29519,29535,35256,35611,35794,2701550,2711059,2718480,0
2014/12/19,47.6,48.2,47.3,47.95,0.55,1.1603,47.83,48.445,,,,9350,8902,9799,9531.8,9381.1,2235,2354,2484.6,-15928,-71,2634743,2642587,2650318,29627,29538,29542,35551,35577,35750,2699922,2707702,2715610,0
2014/12/22,48.2,48.6,48.1,48.6,0.65,1.3556,47.79,48.37,,,,4311,8586,9547,9598.2,9424.5,2126,2256.8,2429.5,-15481,447,2635520,2639430,2647715,29627,29557,29548,35763,35570,35722,2700911,2704557,2712985,0
2014/12/23,48.6,48.65,48.05,48.1,-0.5,-1.0288,47.79,48.23,,,,2806,8018,9562,9675.4,9498.4,2152,2174.2,2376.1,-15253,228,2635132,2636611,2645022,29627,29581,29555,35795,35565,35693,2700555,2701757,2710270,0
2014/12/24,48.1,49.7,48.1,49.6,1.5,3.1185,48.33,48.255,,,,8589,6730,9182,9579.4,9496.1,2151,2158.2,2326.7,-14748,505,2632594,2634955,2642294,29627,29604,29564,35984,35670,35705,2698206,2700229,2707563,0
2014/12/25,49.6,49.8,49.2,49.4,-0.2,-0.4032,48.73,48.325,,,,3636,5738,8994,9416.8,9447,2168,2166.4,2289.9,-14818,-70,2632596,2634117,2640023,29627,29628,29573,35879,35795,35703,2698103,2699540,2705299,0
2014/12/26,49,49.8,48.9,49.4,0,0,49.02,48.425,,,,2179,4304,8913,9239.6,9385.7,2176,2154.6,2254.3,-14548,270,2633210,2633811,2638199,29627,29628,29583,35801,35845,35711,2698639,2699283,2703493,0
2014/12/27,49.4,49.55,49.25,49.4,0,0,49.18,48.485,48.7525,,,685,3579,8911,9112.4,9355.3,2183,2166,2211.4,-14294,254,2633210,2633349,2636389,29627,29628,29593,35747,35842,35706,2698585,2698818,2701688,0
