日期,開盤,最高,最低,收盤,漲跌,漲跌%,均價5,均價10,均價20,均價60,均價120,成交量,均量5,融資張數,均量5,均量10,融券張數,均量5,均量10,騰落指標,漲跌家數,外資庫存,均量5,均量10,投信庫存,均量5,均量10,自營商庫存,均量5,均量10,法人庫存,均量5,均量10,未平倉量
2014/11/24,23.95,23.95,23.6,23.85,0,0,,,,,,671,,4035,,,19,,,-15692,-15692,109370,,,0,,,1351,,,110721,,,0
2014/11/25,23.8,23.8,23.5,23.5,-0.35,-1.4675,,,,,,607,,4058,,,19,,,-15761,-69,109055,,,0,,,1347,,,110403,,,0
2014/11/26,23.5,23.6,23.45,23.45,-0.05,-0.2128,,,,,,423,,4074,,,12,,,-15750,11,108902,,,0,,,1347,,,110250,,,0
2014/11/27,23.45,23.55,23.4,23.4,-0.05,-0.2132,,,,,,718,,4096,,,11,,,-15819,-69,108762,,,0,,,1347,,,110109,,,0
2014/11/28,23.3,23.4,23.3,23.3,-0.1,-0.4274,23.5,,,,,649,613,4105,4073.6,,11,14.4,,-15902,-83,108473,108913,,0,0,,1347,1349,,109820,110261,,0
2014/12/1,23,23.6,23,23.55,0.25,1.073,23.44,,,,,686,616,4087,4084,,11,12.8,,-16064,-162,108345,108708,,0,0,,1358,1350,,109703,110058,,0
2014/12/2,23.65,23.65,23.2,23.5,-0.05,-0.2123,23.44,,,,,543,603,4091,4090.6,,11,11.2,,-15900,164,108148,108526,,0,0,,1351,1351,,109499,109877,,0
2014/12/3,23.5,24.05,23.25,24,0.5,2.1277,23.55,,,,,2003,919,4040,4083.8,,11,11,,-15188,712,107786,108303,,0,0,,1351,1352,,109137,109655,,0
2014/12/4,24,24.2,23.9,24.15,0.15,0.625,23.7,,,,,1326,1041,4030,4070.6,,12,11.2,,-15069,119,107587,108068,,0,0,,1347,1352,,108934,109420,,0
2014/12/5,24.15,24.55,23.9,24.35,0.2,0.8282,23.91,23.705,,,,1634,1238,4010,4051.6,4062.6,12,11.4,12.9,-14832,237,107791,107932,108422,0,0,0,1341,1350,1349,109132,109282,109772,0
2014/12/8,24.1,24.15,23.85,23.85,-0.5,-2.0534,23.97,23.705,,,,840,1269,4035,4041.2,4062.6,12,11.6,12.2,-14837,-5,107524,107767,108238,0,0,0,1339,1347,1348,108863,109114,109586,0
2014/12/9,23.85,23.85,23.4,23.5,-0.35,-1.4675,23.97,23.705,,,,1277,1416,4038,4030.6,4060.6,12,11.8,11.5,-15156,-319,107208,107579,108053,0,0,0,1342,1345,1348,108550,108924,109401,0
2014/12/10,23.5,23.5,23.3,23.35,-0.15,-0.6383,23.84,23.695,,,,692,1153,4079,4038.4,4061.1,12,12,11.5,-15567,-411,107108,107444,107873,0,0,0,1342,1343,1347,108450,108787,109221,0
2014/12/11,23.25,23.35,23.2,23.3,-0.05,-0.2141,23.67,23.685,,,,706,1029,4127,4057.8,4064.2,11,11.8,11.5,-15651,-84,107055,107337,107703,0,0,0,1344,1342,1347,108399,108680,109050,0
2014/12/12,23.3,23.35,23.2,23.2,-0.1,-0.4292,23.44,23.675,,,,1013,905,4192,4094.2,4072.9,10,11.4,11.4,-15401,250,106899,107159,107545,0,0,0,1342,1343,1346,108241,108502,108892,0
2014/12/15,23.05,23.25,23,23.1,-0.1,-0.431,23.29,23.63,,,,534,844,4188,4124.8,4083,10,11,11.3,-15570,-169,106804,107015,107391,0,0,0,1352,1345,1346,108156,108360,108737,0
2014/12/16,23.1,23.45,23.1,23.25,0.15,0.6494,23.24,23.605,,,,692,727,4187,4154.6,4092.6,10,10.6,11.2,-15431,139,106754,106924,107252,0,0,0,1368,1350,1348,108122,108275,108599,0
2014/12/17,23.1,23.3,23.1,23.1,-0.15,-0.6452,23.19,23.515,,,,1114,811,4185,4175.8,4107.1,10,10.2,11.1,-15910,-479,106513,106805,107124,0,0,0,1380,1358,1350,107893,108163,108475,0
2014/12/18,23.15,23.35,23.1,23.1,0,0,23.15,23.41,,,,580,786,4201,4190.6,4124.2,10,10,10.9,-15857,53,106628,106720,107029,0,0,0,1375,1364,1353,108003,108084,108382,0
2014/12/19,23.15,23.25,23.1,23.1,0,0,23.13,23.285,23.495,,,1485,881,4268,4205.8,4150,10,10,10.7,-15928,-71,106179,106576,106867,0,0,0,1340,1364,1353,107519,107939,108221,0
2014/12/22,23.1,23.2,23.1,23.1,0,0,23.13,23.21,23.4575,,,1094,993,4293,4226.8,4175.8,10,10,10.5,-15481,447,106334,106482,106748,0,0,0,1336,1361,1353,107670,107842,108101,0
2014/12/23,23.15,23.2,23.1,23.15,0.05,0.2165,23.11,23.175,23.44,,,772,1009,4335,4256.4,4205.5,10,10,10.3,-15253,228,106310,106393,106659,0,0,0,1336,1354,1352,107646,107747,108011,0
2014/12/24,23.05,23.4,23.05,23.3,0.15,0.6479,23.15,23.17,23.4325,,,1056,997,4384,4296.2,4236,10,10,10.1,-14748,505,106314,106353,106579,0,0,0,1335,1345,1352,107649,107698,107931,0
2014/12/25,23.35,23.5,23.3,23.5,0.2,0.8584,23.23,23.19,23.4375,,,1712,1223,4337,4323.4,4257,10,10,10,-14818,-70,106343,106296,106508,0,0,0,1335,1337,1351,107678,107633,107859,0
2014/12/26,23.5,23.7,23.4,23.5,0,0,23.31,23.22,23.4475,,,1720,1270,4269,4323.6,4264.7,10,10,10,-14548,270,106335,106327,106452,0,0,0,1335,1336,1350,107670,107663,107801,0
