日期,開盤,最高,最低,收盤,漲跌,漲跌%,均價5,均價10,均價20,均價60,均價120,成交量,均量5,融資張數,均量5,均量10,融券張數,均量5,均量10,騰落指標,漲跌家數,外資庫存,均量5,均量10,投信庫存,均量5,均量10,自營商庫存,均量5,均量10,法人庫存,均量5,均量10,未平倉量
2014/12/3,41,41.15,40.15,40.3,0,0,,,,,,10642,,39185,,,2625,,,-15188,-15188,308133,,,27088,,,9024,,,344247,,,0
2014/12/4,40.2,40.65,39.3,39.55,-0.75,-1.861,,,,,,8484,,39266,,,2315,,,-15069,119,308716,,,26838,,,8785,,,344340,,,0
2014/12/5,39.35,39.95,38.6,38.7,-0.85,-2.1492,,,,,,12495,,41694,,,2037,,,-14832,237,302930,,,25731,,,8914,,,337576,,,0
2014/12/8,38.6,38.6,37.55,37.85,-0.85,-2.1964,,,,,,12817,,42261,,,1897,,,-14837,-5,303234,,,24423,,,8384,,,336042,,,0
2014/12/9,38.2,38.65,38,38.4,0.55,1.4531,38.96,,,,,5984,10084,41662,40813.6,,1938,2162.4,,-15156,-319,303308,305265,,24423,25701,,8476,8717,,336208,339683,,0
2014/12/10,38.4,38.7,37.6,37.75,-0.65,-1.6927,38.45,,,,,4918,8939,41084,41193.4,,1857,2008.8,,-15567,-411,302866,304211,,24423,25168,,8320,8577,,335610,337956,,0
2014/12/11,37.5,38,37,37.75,0,0,38.09,,,,,3225,7887,41012,41542.6,,1736,1893,,-15651,-84,302892,303046,,24392,24679,,8266,8473,,335551,336198,,0
2014/12/12,38.4,39.7,38.3,39.7,1.95,5.1656,38.29,,,,,11153,7619,39714,41146.6,,1998,1885.2,,-15401,250,304506,303362,,24635,24460,,9609,8612,,338751,336433,,0
2014/12/15,39.4,40.3,39.4,40.25,0.55,1.3854,38.77,,,,,11357,7327,40782,40850.8,,2057,1917.2,,-15570,-169,304957,303706,,24770,24529,,8013,8538,,337741,336773,,0
2014/12/16,40.2,40.35,39.3,39.3,-0.95,-2.3602,38.95,38.955,,,,6081,7346,39855,40489.4,40651.5,1999,1929.4,2045.9,-15431,139,305904,304225,304745,24904,24625,25163,7815,8405,8561,338625,337256,338470,0
2014/12/17,39.35,40.15,39.35,39.4,0.1,0.2545,39.28,38.865,,,,6016,7566,39013,40075.2,40634.3,2067,1971.4,1990.1,-15910,-479,306437,304940,304575,26304,25001,25085,7782,8298,8437,340524,338239,338097,0
2014/12/18,40.3,41.5,39.75,39.75,0.35,0.8883,39.68,38.885,,,,15486,10018,40049,39882.6,40712.6,2059,2036,1964.5,-15857,53,307417,305845,304446,27638,25651,25165,8188,8282,8378,343244,339778,337988,0
2014/12/19,41,41,38.6,38.75,-1,-2.5157,39.49,38.89,,,,11909,10169,40495,40038.8,40592.7,1943,2025,1955.1,-15928,-71,307623,306468,304915,27238,26171,25315,6498,7660,8136,341361,340299,338366,0
2014/12/22,38.9,39.1,38.4,39,0.25,0.6452,39.24,39.005,,,,7399,9378,41356,40153.6,40502.2,1959,2005.4,1961.3,-15481,447,306834,306844,305275,25938,26405,25467,6184,7294,7916,338958,340543,338658,0
2014/12/23,38.9,38.95,38.2,38.55,-0.45,-1.1538,39.09,39.02,,,,5582,9278,41875,40557.6,40523.5,1916,1988.8,1959.1,-15253,228,305797,306822,305524,25574,26539,25582,6181,6967,7686,337554,340329,338792,0
2014/12/24,38.7,39.2,38.7,39.15,0.6,1.5564,39.04,39.16,,,,4777,9030,41721,41099.2,40587.2,1937,1962.8,1967.1,-14748,505,304996,306534,305737,25848,26448,25725,6311,6673,7486,337157,339655,338947,0
2014/12/25,39.15,39.25,38.3,38.5,-0.65,-1.6603,38.79,39.235,,,,5293,6992,42496,41588.6,40735.6,1780,1907,1971.5,-14818,-70,304398,305930,305888,23833,25687,25669,6105,6257,7269,334338,337874,338826,0
2014/12/26,38.5,38.75,38.3,38.65,0.15,0.3896,38.77,39.13,,,,4335,5477,42847,42059,41048.9,1621,1842.6,1933.8,-14548,270,304024,305211,305839,22743,24788,25479,6135,6184,6922,332904,336182,338241,0
2014/12/27,38.75,39,38.55,38.7,0.05,0.1294,38.71,38.975,,,,2681,4533,42775,42342.8,41248.2,1554,1761.6,1883.5,-14294,254,304024,304649,305746,22688,24138,25271,6146,6176,6735,332860,334963,337753,0
2014/12/29,38.95,39.6,38.8,38.85,0.15,0.3876,38.77,38.93,38.9425,,,6038,4624,43105,42588.8,41573.2,1540,1686.4,1837.6,-14278,16,302999,304089,305456,21991,23421,24980,6597,6260,6614,331589,333770,337049,0
2014/12/30,39.3,39.35,38.65,38.8,-0.05,-0.1287,38.7,38.87,38.8675,,,3285,4326,43102,42865,41982.1,1527,1604.4,1783.6,-14497,-219,302535,303597,305065,21931,22638,24543,6451,6288,6480,330919,332522,336089,0
2014/12/31,38.8,39.05,38.65,38.85,0.05,0.1289,38.77,38.78,38.8325,,,2316,3731,43157,42997.2,42292.9,1532,1554.8,1730.9,-14302,195,302450,303207,304569,21895,22250,23968,6161,6299,6278,330508,331756,334815,0
2015/1/5,38.8,39.25,38.65,39,0.15,0.3861,38.84,38.805,38.8475,,,4407,3745,43631,43154,42606.5,1488,1528.2,1685.4,-14286,16,300961,302595,303903,22994,22300,23544,6389,6350,6267,330346,331245,333713,0
2015/1/6,38.5,38.7,37.75,37.8,-1.2,-3.0769,38.66,38.685,38.845,,,7634,4736,43977,43394.4,42868.6,1410,1499.4,1630.5,-14890,-604,299694,301729,303189,22481,22259,23198,5856,6292,6234,328033,330279,332621,0
2015/1/7,37.8,38.8,37.7,38.8,1,2.6455,38.65,38.71,38.865,,,4095,4347,43156,43404.6,42996.7,1545,1500.4,1593.4,-14637,253,300766,301282,302686,22634,22388,22904,6216,6215,6238,329618,329885,331827,0
2015/1/8,39.7,40.15,39,39.1,0.3,0.7732,38.71,38.705,38.9325,,,14373,6565,44071,43598.4,43231.7,1429,1480.8,1542.6,-14350,287,301232,301022,302309,22511,22504,22571,7211,6367,6328,330956,329893,331207,0
2015/1/9,39.55,39.8,38.9,38.95,-0.15,-0.3836,38.73,38.75,38.9925,,,6359,7373,44552,43877.4,43437.3,1417,1457.8,1506.3,-14230,120,301556,300843,302025,22431,22611,22430,7358,6607,6453,331347,330060,330908,0
2015/1/12,39.3,39.3,38.45,38.8,-0.15,-0.3851,38.69,38.765,38.9475,,,5258,7543,45255,44202.2,43678.1,1406,1441.4,1484.8,-14436,-206,301739,300998,301796,21940,22400,22350,7045,6738,6544,330726,330137,330691,0
2015/1/13,38.85,39,38.4,38.45,-0.35,-0.9021,38.82,38.74,38.8575,,,6354,7287,46148,44636.4,44015.4,1320,1423.4,1461.4,-14257,179,301202,301300,301514,21861,22276,22268,7042,6975,6633,330107,330551,330415,0
2015/1/14,38.65,39.25,38.55,39.25,0.8,2.0806,38.91,38.78,38.855,,,7722,8013,45227,45050.6,44227.6,1319,1378.2,1439.3,-14377,-120,302415,301630,301456,21961,22142,22265,8514,7435,6825,332892,331206,330546,0
2015/1/15,39.6,41.95,39.3,41.95,2.7,6.879,39.48,39.095,38.9825,,,38137,12766,44791,45194.6,44396.5,1886,1469.6,1475.2,-14622,-245,306545,302692,301857,23421,22324,22414,12515,8496,7432,342483,333511,331702,0
2015/1/16,42.75,43.05,41.5,41.5,-0.45,-1.0727,39.99,39.36,39.07,,,41015,19697,47010,45686.2,44781.8,1904,1567,1512.4,-15187,-565,306290,303639,302241,25274,22892,22752,9683,8961,7784,341248,335492,332776,0
2015/1/19,42.5,42.9,41.7,41.9,0.4,0.9639,40.61,39.65,39.2275,,,17155,22076,45911,45817.4,45009.8,2166,1719,1580.2,-15421,-234,307953,304882,302940,26199,23744,23072,9997,9551,8145,344150,338177,334157,0
2015/1/20,42.5,44.6,42.5,44.5,2.6,6.2053,41.82,40.32,39.5025,,,37407,28287,42382,45064.2,44850.3,2722,1999.4,1711.4,-14822,599,313577,307356,304328,28846,25141,23709,11130,10369,8672,353554,342866,336709,0
2015/1/21,45,45.4,44.05,44.65,0.15,0.3371,42.9,40.905,39.8075,,,26458,32034,42505,44519.8,44785.2,3023,2340.2,1859.2,-14770,52,313062,309486,305558,31577,27064,24603,10235,10713,9074,354875,347263,339234,0
2015/1/22,45.15,45.6,44.3,44.3,-0.35,-0.7839,43.37,41.425,40.065,,,16873,27781,42185,43998.6,44596.6,3039,2570.8,2020.2,-14421,349,313392,310855,306774,31226,28625,25474,9697,10149,9322,354316,349629,341570,0
2015/1/23,45.25,45.25,43.6,43.8,-0.5,-1.1287,43.83,41.91,40.33,,,15091,22596,42469,43090.4,44388.3,2634,2716.8,2141.9,-14445,-24,315511,312699,308169,30400,29650,26271,8937,10000,9480,354849,352350,343921,0
2015/1/26,43.8,44.35,43.55,43.75,-0.05,-0.1142,44.2,42.405,40.585,,,9707,21107,43377,42583.6,44200.5,2525,2788.6,2253.8,-14649,-204,313971,313903,309392,30338,30478,27111,9509,9902,9727,353819,354283,346230,0
2015/1/27,43.9,44,43.05,43.1,-0.65,-1.4857,43.92,42.87,40.805,,,9958,15617,43989,42905,43984.6,2151,2674.4,2336.9,-14472,177,312844,313756,310556,30210,30751,27946,9196,9516,9942,352251,354023,348444,0
2015/1/28,43,44.35,42.9,44,0.9,2.0882,43.79,43.345,41.0625,,,12024,12730,43571,43118.2,43819,2203,2510.4,2425.3,-14513,-41,313209,313786,311636,30051,30446,28755,10538,9576,10145,353799,353808,350535,0
2015/1/29,43.8,43.95,43.1,43.15,-0.85,-1.9318,43.56,43.465,41.28,,,6945,10745,44118,43504.8,43751.7,2049,2312.4,2441.6,-14665,-152,312480,313603,312229,29550,30111,29368,9513,9539,9844,351544,353253,351441,0
