"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","22.89","4.06","1.44",
"1102","亞泥","17.21","5.87","1.51",
"1103","嘉泥","-","0.00","0.69",
"1104","環泥","-","0.00","0.77",
"1108","幸福","-","0.00","0.69",
"1109","信大","39.46","2.11","0.67",
"1110","東泥","-","0.00","0.83",
"1201","味全","30.00","0.00","3.41",
"1203","味王","5.64","3.85","1.32",
"1210","大成","16.36","4.79","1.70",
"1213","大飲","52.12","0.00","0.77",
"1215","卜蜂","17.16","4.20","1.42",
"1216","統一","28.00","2.62","2.09",
"1217","愛之味","31.81","0.00","1.14",
"1218","泰山","-","0.00","1.09",
"1219","福壽","-","0.00","0.89",
"1220","台榮","-","0.00","0.73",
"1225","福懋油","-","0.00","1.07",
"1227","佳格","13.00","5.07","1.86",
"1229","聯華","131.82","4.14","0.80",
"1231","聯華食","14.52","5.81","0.80",
"1232","大統益","12.14","6.72","2.06",
"1233","天仁","21.48","3.95","2.53",
"1234","黑松","36.63","1.71","0.89",
"1235","興泰","-","0.84","2.81",
"1236","宏亞","10.81","6.01","1.14",
"1301","台塑","20.88","4.37","1.75",
"1303","南亞","-","2.59","1.42",
"1304","台聚","-","0.00","1.05",
"1305","華夏","-","0.00","1.03",
"1307","三芳","9.14","5.78","1.55",
"1308","亞聚","20.94","4.98","0.97",
"1309","台達化","-","0.00","0.77",
"1310","台苯","-","0.00","1.24",
"1312","國喬","-","0.00","1.03",
"1313","聯成","-","1.47","0.83",
"1314","中石化","-","0.00","0.94",
"1315","達新","13.50","4.43","0.96",
"1316","上曜","-","0.00","0.42",
"1319","東陽","19.93","2.05","1.42",
"1321","大洋","-","0.00","1.75",
"1323","永裕","14.87","5.17","0.81",
"1324","地球","17.78","0.89","0.90",
"1325","恆大","11.13","2.67","1.23",
"1326","台化","-","2.45","1.50",
"1402","遠東新","67.80","2.50","2.10",
"1409","新纖","-","0.00","0.80",
"1410","南染","-","0.00","1.00",
"1413","宏洲","-","0.00","0.39",
"1414","東和","-","0.00","0.74",
"1416","廣豐","-","0.00","0.73",
"1417","嘉裕","-","0.00","0.60",
"1418","東華","-","0.00","0.58",
"1419","新紡","550.00","0.00","2.28",
"1423","利華","-","0.00","0.40",
"1432","大魯閣","-","0.00","0.45",
"1434","福懋","13.31","6.67","0.86",
"1435","中福","-","0.00","0.64",
"1436","華友聯","-","0.00","0.80",
"1437","勤益控","-","0.00","0.94",
"1438","三地開發","-","0.00","2.61",
"1439","雋揚","58.65","0.00","1.05",
"1440","南紡","-","6.19","0.69",
"1441","大東","-","0.00","1.38",
"1442","名軒","8.15","0.00","1.15",
"1443","立益物流","-","0.00","0.36",
"1444","力麗","-","0.00","0.52",
"1445","大宇","19.30","3.45","0.46",
"1446","宏和","-","0.00","0.60",
"1447","力鵬","-","0.00","0.69",
"1449","佳和","-","0.00","0.41",
"1451","年興","95.00","4.39","0.61",
"1452","宏益","-","0.00","0.46",
"1453","大將","-","0.00","0.61",
"1454","台富","76.86","3.53","0.49",
"1455","集盛","-","5.84","0.49",
"1456","怡華","-","0.00","0.27",
"1457","宜進","-","0.00","0.37",
"1459","聯發","-","0.00","0.85",
"1460","宏遠","-","0.00","0.50",
"1463","強盛","-","0.00","0.57",
"1464","得力","-","0.00","0.46",
"1465","偉全","12.74","8.06","0.49",
"1466","聚隆","-","0.00","0.58",
"1467","南緯","-","0.00","0.56",
"1468","昶和","-","0.00","0.97",
"1469","理隆","-","0.00","0.72",
"1470","大統新創","8.54","0.00","0.66",
"1471","首利","-","0.00","1.18",
"1472","三洋實業","-","0.00","0.31",
"1473","台南","18.29","6.67","0.77",
"1474","弘裕","31.56","9.90","0.39",
"1475","業旺","-","0.00","0.55",
"1476","儒鴻","9.34","4.07","0.95",
"1477","聚陽","21.36","3.98","2.38",
"1503","士電","26.08","1.60","1.48",
"1504","東元","16.60","3.72","0.72",
"1506","正道","-","0.00","1.82",
"1507","永大","10.06","5.49","0.78",
"1512","瑞利","-","0.00","0.68",
"1513","中興電","18.57","5.21","1.10",
"1514","亞力","-","0.00","0.55",
"1515","力山","-","0.00","0.85",
"1516","川飛","13.65","0.00","2.05",
"1517","利奇","8.31","7.02","0.81",
"1519","華城","10.73","8.36","2.18",
"1521","大億","20.31","5.08","1.15",
"1522","堤維西","15.42","3.24","1.00",
"1523","開億","12.03","2.50","0.79",
"1524","耿鼎","15.04","3.76","0.59",
"1525","江申","10.74","4.43","0.63",
"1526","日馳","116.40","0.00","0.89",
"1527","鑽全","6.91","4.85","1.70",
"1528","恩德","31.85","1.63","0.63",
"1529","樂事綠能","-","0.00","0.49",
"1530","亞崴","7.88","5.62","1.12",
"1531","高林股","8.58","5.26","0.62",
"1532","勤美","44.10","2.01","1.09",
"1533","車王電","-","0.00","0.75",
"1535","中宇","12.08","4.84","2.42",
"1536","和大","-","18.97","0.81",
"1537","廣隆","-","1.83","1.01",
"1538","正峰","4.68","11.67","1.16",
"1539","巨庭","-","0.00","0.44",
"1540","喬福","6.87","10.03","1.64",
"1541","錩泰","10.61","0.00","0.95",
"1560","中砂","-","4.18","1.20",
"1583","程泰","21.90","4.35","1.05",
"1603","華電","16.05","0.00","0.66",
"1604","聲寶","2.63","0.00","0.57",
"1605","華新","-","0.00","0.57",
"1608","華榮","-","0.00","0.70",
"1609","大亞","-","0.00","0.51",
"1611","中電","20.00","4.35","0.97",
"1612","宏泰","99.09","2.39","0.74",
"1613","台一","-","0.00","0.57",
"1614","三洋電","36.05","1.06","1.80",
"1615","大山","22.59","3.26","0.66",
"1616","億泰","-","0.00","0.47",
"1617","榮星","-","0.00","0.49",
"1618","合機","-","0.95","0.85",
"1701","中化","242.50","1.03","1.42",
"1702","南僑","-","0.00","0.90",
"1704","榮化","9.26","7.05","1.22",
"1707","葡萄王","13.79","4.87","1.56",
"1708","東鹼","10.38","5.00","1.49",
"1709","和益","10.69","4.33","0.84",
"1710","東聯","25.06","5.05","1.26",
"1711","永光","234.29","0.00","1.23",
"1712","興農","13.69","5.26","1.14",
"1713","國化","262.50","0.95","0.73",
"1714","和桐","10.24","5.07","0.93",
"1715","萬洲","28.00","1.33","0.65",
"1716","永信","16.37","4.82","1.49",
"1717","長興","9.56","6.36","1.25",
"1718","中纖","-","0.00","0.54",
"1720","生達","13.35","5.88","1.51",
"1721","三晃","-","0.00","0.73",
"1722","台肥","61.08","3.33","1.99",
"1723","中碳","11.83","7.35","3.11",
"1724","台硝","16.00","6.88","0.79",
"1725","元禎","12.46","0.00","1.73",
"1726","永記","14.18","4.94","1.02",
"1727","中華化","12.83","5.52","1.08",
"1729","必翔","49.40","1.82","3.89",
"1730","花仙子","21.25","3.92","1.01",
"1731","美吾華","25.00","2.00","1.09",
"1732","毛寶","61.50","0.00","1.08",
"1733","五鼎","16.81","4.67","3.96",
"1734","杏輝","42.83","1.36","1.66",
"1735","日勝化","-","0.00","0.73",
"1736","喬山","-","1.87","1.03",
"1737","臺鹽","-","0.00","0.87",
"1773","勝一","9.79","7.19","1.02",
"1802","台玻","97.05","2.34","1.07",
"1805","寶徠","-","0.00","1.01",
"1806","冠軍","23.28","1.65","0.64",
"1808","潤隆","9.28","8.78","1.41",
"1809","中釉","15.73","0.00","0.55",
"1810","和成","-","0.00","0.52",
"1902","台紙","-","0.00","0.58",
"1903","士紙","-","0.00","4.85",
"1904","正隆","43.18","0.00","0.61",
"1905","華紙","-","1.35","0.82",
"1906","寶隆","13.51","0.00","0.51",
"1907","永豐餘","-","0.00","0.91",
"1909","榮成","-","0.00","0.51",
"2002","中鋼","68.78","6.13","1.53",
"2006","東和鋼鐵","44.44","5.63","1.48",
"2007","燁興","-","0.00","0.27",
"2008","高興昌","-","0.00","1.48",
"2009","第一銅","-","0.00","0.93",
"2010","春源","-","4.90","0.63",
"2012","春雨","138.57","6.19","0.80",
"2013","中鋼構","14.17","6.42","0.97",
"2014","中鴻","-","0.00","2.32",
"2015","豐興","25.00","4.04","2.19",
"2017","官田鋼","-","0.00","0.78",
"2020","美亞","-","0.00","1.19",
"2022","聚亨","-","0.00","0.60",
"2023","燁輝","52.50","4.33","0.62",
"2024","志聯","-","0.00","0.48",
"2025","千興","-","0.00","0.75",
"2027","大成鋼","-","12.72","1.37",
"2028","威致","-","0.00","1.05",
"2029","盛餘","22.10","6.34","0.98",
"2030","彰源","-","0.00","1.25",
"2031","新光鋼","-","7.63","1.45",
"2032","新鋼","-","0.00","1.26",
"2033","佳大","14.88","1.65","1.41",
"2034","允強","-","0.80","1.48",
"2038","海光","7.08","8.85","1.19",
"2059","川湖","10.79","3.88","2.89",
"2062","橋椿","10.61","4.89","0.88",
"2101","南港","-","0.00","2.39",
"2102","泰豐","-","0.00","0.71",
"2103","台橡","10.73","7.02","2.12",
"2104","國際中橡","39.67","5.04","1.14",
"2105","正新","20.19","3.67","2.58",
"2106","建大","22.86","2.04","2.17",
"2107","厚生","10.94","2.53","1.34",
"2108","南帝","13.07","6.96","1.43",
"2109","華豐","-","0.00","0.74",
"2201","裕隆","-","0.25","0.88",
"2204","中華","-","0.00","0.59",
"2206","三陽工業","-","0.00","0.90",
"2207","和泰車","16.67","3.57","1.90",
"2208","台船","28.07","3.09","2.05",
"2227","裕日車","32.59","0.00","1.15",
"2301","光寶科","15.62","4.99","1.09",
"2302","麗正","-","0.00","0.23",
"2303","聯電","-","0.00","0.77",
"2305","全友","-","0.00","0.44",
"2308","台達電","17.22","4.88","2.60",
"2311","日月光","43.90","2.78","1.47",
"2312","金寶","-","0.00","0.50",
"2313","華通","45.17","0.00","0.58",
"2314","台揚","20.96","3.79","1.13",
"2315","神達","-","1.52","0.64",
"2316","楠梓電","-","0.00","0.54",
"2317","鴻海","16.83","2.51","2.32",
"2321","東訊","-","0.00","1.73",
"2323","中環","-","0.00","0.47",
"2324","仁寶","8.54","5.65","1.28",
"2325","矽品","25.26","4.66","2.03",
"2327","國巨","-","0.00","0.54",
"2328","廣宇","30.58","1.62","1.51",
"2329","華泰","-","0.00","0.53",
"2330","台積電","18.78","5.62","2.86",
