"96年10月09日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","19.88","3.61","2.21",
"1102","亞泥","16.86","4.33","2.30",
"1103","嘉泥","39.63","0.00","1.38",
"1104","環泥","31.13","6.06","0.84",
"1107","建台","-","0.00","-",
"1108","幸福","46.79","3.44","1.23",
"1109","信大","18.12","4.80","0.88",
"1110","東泥","-","2.33","0.89",
"1201","味全","27.67","6.26","2.82",
"1203","味王","-","0.00","1.54",
"1210","大成","20.16","3.31","3.06",
"1213","大飲","141.50","0.00","1.26",
"1215","卜蜂","20.51","3.32","1.62",
"1216","統一","27.81","2.36","3.34",
"1217","愛之味","-","0.00","1.47",
"1218","泰山","-","0.00","1.02",
"1219","福壽","39.84","1.73","1.01",
"1220","台榮","-","0.00","1.13",
"1225","福懋油","-","0.00","0.96",
"1227","佳格","20.81","7.26","1.31",
"1229","聯華","10.70","4.69","0.99",
"1231","聯華食","15.61","3.91","0.90",
"1232","大統益","11.05","6.80","2.08",
"1233","天仁","20.86","4.11","2.36",
"1234","黑松","47.94","1.23","0.94",
"1235","興泰","67.27","2.25","1.53",
"1236","宏亞","23.52","3.59","1.32",
"1301","台塑","15.60","4.49","2.75",
"1303","南亞","14.15","5.27","2.94",
"1304","台聚","18.36","3.13","1.49",
"1305","華夏","-","0.00","0.99",
"1307","三芳","15.22","5.30","1.98",
"1308","亞聚","14.06","3.70","1.34",
"1309","台達化","19.68","0.00","0.80",
"1310","台苯","21.33","4.52","1.61",
"1311","福聚","4.82","5.28","1.42",
"1312","國喬","11.02","0.00","1.14",
"1313","聯成","10.73","4.55","1.61",
"1314","中石化","12.34","0.00","1.29",
"1315","達新","17.61","4.12","0.97",
"1316","上曜","198.00","0.00","0.68",
"1319","東陽","18.85","2.22","1.94",
"1321","大洋","-","0.88","1.68",
"1323","永裕","29.47","2.98","1.31",
"1324","地球","-","0.39","2.60",
"1325","恆大","19.06","2.28","0.97",
"1326","台化","12.27","5.38","2.24",
"1402","遠東新","19.43","3.60","2.39",
"1409","新纖","-","0.00","0.87",
"1410","南染","135.00","0.00","1.50",
"1413","宏洲","-","0.00","0.72",
"1414","東和","-","0.00","1.05",
"1416","廣豐","97.27","0.00","1.23",
"1417","嘉裕","-","0.00","0.80",
"1418","東華","-","0.00","0.83",
"1419","新紡","74.57","1.26","1.62",
"1423","利華","16.04","0.00","0.80",
"1432","大魯閣","-","0.00","0.91",
"1434","福懋","9.62","3.68","1.16",
"1435","中福","-","0.00","2.17",
"1436","華友聯","64.72","0.00","1.06",
"1437","勤益控","14.94","0.00","1.53",
"1438","三地開發","-","0.00","1.50",
"1439","雋揚","41.67","0.00","1.05",
"1440","南紡","16.83","1.47","1.12",
"1441","大東","-","0.00","1.04",
"1442","名軒","23.64","0.00","2.62",
"1443","立益物流","-","0.00","0.55",
"1444","力麗","27.88","0.00","1.10",
"1445","大宇","183.80","0.00","0.84",
"1446","宏和","20.97","0.00","0.87",
"1447","力鵬","13.83","0.00","1.02",
"1449","佳和","-","0.00","0.58",
"1451","年興","9.48","7.51","1.08",
"1452","宏益","15.00","2.67","0.82",
"1453","大將","-","0.00","0.48",
"1454","台富","-","0.00","0.69",
"1455","集盛","23.29","3.07","0.82",
"1456","怡華","-","0.00","0.71",
"1457","宜進","-","0.00","0.83",
"1459","聯發","16.15","1.28","1.21",
"1460","宏遠","65.87","1.52","0.91",
"1463","強盛","-","0.00","0.79",
"1464","得力","141.67","0.00","0.78",
"1465","偉全","37.35","4.72","0.72",
"1466","聚隆","8.64","0.00","1.27",
"1467","南緯","12.53","6.20","1.47",
"1468","昶和","-","0.00","1.26",
"1469","理隆","122.31","0.00","1.19",
"1470","大統新創","-","0.00","0.72",
"1471","首利","-","0.00","4.85",
"1472","三洋實業","-","0.00","0.56",
"1473","台南","9.75","7.80","1.81",
"1474","弘裕","14.51","4.78","0.85",
"1475","業旺","-","0.00","1.61",
"1476","儒鴻","9.87","9.87","1.60",
"1477","聚陽","11.90","5.17","4.51",
"1503","士電","21.55","3.38","1.73",
"1504","東元","12.67","3.78","0.95",
"1506","正道","-","0.00","1.79",
"1507","永大","16.14","2.62","1.51",
"1512","瑞利","12.43","3.69","1.10",
"1513","中興電","16.72","4.11","2.35",
"1514","亞力","40.30","1.88","1.09",
"1515","力山","45.40","0.00","0.96",
