"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","20.60","3.48","2.29",
"1102","亞泥","17.81","4.10","2.43",
"1103","嘉泥","37.90","0.00","1.32",
"1104","環泥","34.53","5.46","0.93",
"1107","建台","-","0.00","-",
"1108","幸福","47.68","3.37","1.25",
"1109","信大","18.91","4.60","0.92",
"1110","東泥","-","2.22","0.93",
"1201","味全","27.33","6.34","2.79",
"1203","味王","-","0.00","1.64",
"1210","大成","20.62","3.23","3.13",
"1213","大飲","130.00","0.00","1.16",
"1215","卜蜂","21.93","3.11","1.74",
"1216","統一","25.90","2.53","3.11",
"1217","愛之味","-","0.00","1.55",
"1218","泰山","-","0.00","1.08",
"1219","福壽","43.13","1.59","1.09",
"1220","台榮","-","0.00","1.27",
"1225","福懋油","-","0.00","1.03",
"1227","佳格","24.35","6.93","1.27",
"1229","聯華","11.08","4.54","1.02",
"1231","聯華食","16.65","3.66","0.95",
"1232","大統益","12.22","6.15","2.30",
"1233","天仁","21.07","4.07","2.39",
"1234","黑松","46.91","1.25","0.92",
"1235","興泰","67.12","2.26","1.53",
"1236","宏亞","24.08","3.51","1.35",
"1301","台塑","14.63","4.78","2.58",
"1303","南亞","12.76","5.85","2.65",
"1304","台聚","15.57","3.68","1.26",
"1305","華夏","-","0.00","0.92",
"1307","三芳","15.22","5.30","1.98",
"1308","亞聚","13.07","3.98","1.24",
"1309","台達化","19.13","0.00","0.77",
"1310","台苯","21.20","4.55","1.60",
"1311","福聚","4.67","5.44","1.38",
"1312","國喬","10.53","0.00","1.09",
"1313","聯成","10.67","4.57","1.60",
"1314","中石化","11.93","0.00","1.25",
"1315","達新","17.57","4.12","0.97",
"1316","上曜","203.75","0.00","0.70",
"1319","東陽","19.92","2.10","2.05",
"1321","大洋","-","0.88","1.68",
"1323","永裕","31.67","2.77","1.41",
"1324","地球","-","0.38","2.71",
"1325","恆大","19.64","2.21","1.00",
"1326","台化","11.47","5.75","2.09",
"1402","遠東新","19.45","3.59","2.39",
"1409","新纖","-","0.00","0.91",
"1410","南染","130.36","0.00","1.45",
"1413","宏洲","-","0.00","0.74",
"1414","東和","-","0.00","1.09",
"1416","廣豐","102.73","0.00","1.30",
"1417","嘉裕","-","0.00","0.81",
"1418","東華","-","0.00","0.85",
"1419","新紡","71.29","1.32","1.54",
"1423","利華","16.67","0.00","0.83",
"1432","大魯閣","-","0.00","0.71",
"1434","福懋","9.66","3.67","1.16",
"1435","中福","-","0.00","2.17",
"1436","華友聯","60.83","0.00","1.00",
"1437","勤益控","15.59","0.00","1.60",
"1438","三地開發","-","0.00","1.64",
