"96年05月21日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","本益比","殖利率(%)","股價淨值比",
"1101","台泥","12.47","5.66","1.46",
"1102","亞泥","11.42","6.52","1.41",
"1103","嘉泥","28.33","0.00","0.84",
"1104","環泥","14.66","7.75","0.61",
"1107","建台","-","0.00","7.50",
"1108","幸福","23.39","3.44","1.18",
"1109","信大","14.17","5.04","0.81",
"1110","東泥","122.22","2.73","0.76",
"1201","味全","28.53","0.00","3.27",
"1203","味王","-","0.00","0.95",
"1210","大成","13.64","5.07","1.89",
"1213","大飲","177.50","0.00","1.26",
"1215","卜蜂","15.75","4.38","1.22",
"1216","統一","20.29","3.77","2.17",
"1217","愛之味","-","0.00","0.82",
"1218","泰山","-","0.00","0.76",
"1219","福壽","27.55","2.42","0.71",
"1220","台榮","127.86","0.00","0.92",
"1225","福懋油","-","0.00","0.69",
"1227","佳格","22.73","7.43","1.23",
"1229","聯華","9.88","6.02","0.78",
"1231","聯華食","17.50","4.46","0.76",
"1232","大統益","9.41","7.84","1.61",
"1233","天仁","20.00","4.03","2.19",
"1234","黑松","47.90","1.35","0.85",
"1235","興泰","48.38","2.79","1.12",
"1236","宏亞","24.87","3.05","1.47",
"1301","台塑","12.03","6.08","1.98",
"1303","南亞","9.60","7.67","1.88",
"1304","台聚","12.91","6.31","0.76",
"1305","華夏","-","0.00","0.76",
"1307","三芳","14.03","6.07","1.58",
"1308","亞聚","10.24","6.69","0.76",
"1309","台達化","23.78","0.00","0.58",
"1310","台苯","16.61","5.54","1.27",
"1311","福聚","4.31","5.98","1.24",
"1312","國喬","8.30","0.00","0.95",
"1313","聯成","7.22","6.52","1.07",
"1314","中石化","10.45","0.00","0.86",
"1315","達新","18.88","4.11","1.01",
"1316","上曜","30.58","0.00","0.70",
"1319","東陽","18.25","2.64","1.59",
"1321","大洋","-","0.88","1.70",
"1323","永裕","13.78","4.65","0.82",
"1324","地球","-","0.49","2.06",
"1325","恆大","26.09","2.50","0.89",
"1326","台化","10.26","7.03","1.71",
"1402","遠東新","15.59","4.84","1.67",
"1409","新纖","28.25","0.00","0.96",
"1410","南染","54.82","0.00","0.74",
"1413","宏洲","-","0.00","0.59",
"1414","東和","-","0.00","1.09",
"1416","廣豐","192.00","0.00","1.11",
"1417","嘉裕","-","0.00","0.73",
"1418","東華","-","0.00","0.80",
"1419","新紡","92.41","1.23","1.70",
"1423","利華","26.71","0.00","0.67",
