"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","4.90","110","14.22","1.20","111/1",
"1102","亞泥","7.75","110","10.80","0.94","111/1",
"1103","嘉泥","3.64","110","16.38","0.45","111/1",
"1104","環泥","4.50","110","10.42","0.72","111/1",
"1108","幸福","5.63","110","16.38","0.97","111/1",
"1109","信大","7.61","110","10.10","0.84","111/1",
"1110","東泥","1.06","110","69.81","1.24","111/1",
"1201","味全","2.46","110","19.76","1.47","111/1",
"1203","味王","3.32","110","17.18","1.44","111/1",
"1210","大成","4.24","110","23.25","1.94","111/1",
"1213","大飲","0.00","110","-","1.05","111/1",
"1215","卜蜂","5.21","110","15.87","2.45","111/1",
"1216","統一","3.92","110","20.91","3.15","111/1",
"1217","愛之味","2.84","110","28.51","0.77","111/1",
"1218","泰山","2.84","110","30.09","2.58","111/1",
"1219","福壽","5.71","110","21.39","1.34","111/1",
"1220","台榮","6.19","110","19.46","1.19","111/1",
"1225","福懋油","3.21","110","23.88","2.99","111/1",
"1227","佳格","4.11","110","18.93","2.26","111/1",
"1229","聯華","4.21","110","18.63","1.96","111/1",
"1231","聯華食","3.31","110","18.71","3.32","111/1",
"1232","大統益","3.95","110","19.77","4.55","111/1",
"1233","天仁","2.34","110","69.90","2.08","111/1",
"1234","黑松","4.93","110","17.58","0.76","111/1",
"1235","興泰","6.54","110","49.24","1.47","111/1",
"1236","宏亞","1.89","110","8.60","1.13","111/1",
"1256","鮮活果汁-KY","4.63","110","17.17","2.49","111/1",
"1301","台塑","9.65","110","7.42","1.26","111/1",
"1303","南亞","11.54","110","6.55","1.18","111/1",
"1304","台聚","9.07","110","5.80","0.98","111/1",
"1305","華夏","8.98","110","7.74","1.39","111/1",
"1307","三芳","2.55","110","392.00","1.00","111/1",
"1308","亞聚","10.73","110","5.97","1.05","111/1",
"1309","台達化","9.28","110","6.30","1.28","111/1",
"1310","台苯","1.10","110","-","0.99","111/1",
"1312","國喬","9.24","110","4.42","0.57","111/1",
"1313","聯成","6.69","110","10.68","0.65","111/1",
"1314","中石化","4.30","110","13.49","0.44","111/1",
"1315","達新","6.18","110","127.72","0.60","111/1",
"1316","上曜","0.00","110","-","1.38","111/1",
"1319","東陽","1.72","110","39.52","1.32","111/1",
"1321","大洋","2.22","110","126.20","1.05","111/1",
"1323","永裕","4.76","110","10.87","1.32","111/1",
"1324","地球","1.90","110","527.50","0.83","111/1",
"1325","恆大","7.12","110","19.12","0.81","111/1",
"1326","台化","6.85","110","13.01","1.02","111/1",
"1337","再生-KY","0.00","110","-","0.30","111/1",
"1338","廣華-KY","4.28","110","13.61","0.73","111/1",
"1339","昭輝","4.86","110","15.89","0.89","111/1",
"1340","勝悅-KY","0.00","110","-","0.30","111/1",
"1341","富林-KY","8.84","110","12.93","2.47","111/1",
"1342","八貫","4.66","110","13.73","2.63","111/1",
"1402","遠東新","4.78","110","17.23","0.79","111/1",
"1409","新纖","7.91","110","7.05","0.81","111/1",
"1410","南染","3.67","110","30.52","2.11","111/1",
"1413","宏洲","0.00","110","8.75","1.07","111/1",
"1414","東和","3.20","110","25.22","1.15","111/1",
"1416","廣豐","4.85","110","21.91","0.53","111/1",
"1417","嘉裕","3.33","110","1,050.00","0.72","111/1",
"1418","東華","0.00","110","-","0.75","111/1",
"1419","新紡","2.42","110","6.82","1.05","111/1",
"1423","利華","3.84","110","17.00","0.86","111/1",
"1432","大魯閣","0.00","110","-","1.38","111/1",
"1434","福懋","3.83","110","20.71","0.70","111/1",
"1435","中福","0.00","110","61.09","6.26","111/1",
"1436","華友聯","6.66","110","16.89","2.02","111/1",
"1437","勤益控","3.81","110","11.83","0.71","111/1",
"1438","三地開發","0.00","110","66.77","2.05","111/1",
"1439","中和","1.03","110","14.02","0.77","111/1",
"1440","南紡","4.24","110","12.16","1.13","111/1",
"1441","大東","0.00","110","-","1.06","111/1",
"1442","名軒","5.44","110","17.09","1.38","111/1",
"1443","立益","0.00","110","7.84","1.46","111/1",
"1444","力麗","2.97","110","11.48","0.87","111/1",
"1445","大宇","0.00","110","-","1.19","111/1",
"1446","宏和","0.93","110","-","2.90","111/1",
"1447","力鵬","0.00","110","28.22","0.66","111/1",
"1449","佳和","0.00","110","6.68","0.73","111/1",
"1451","年興","4.58","110","11.94","0.57","111/1",
"1452","宏益","10.81","110","9.16","0.85","111/1",
"1453","大將","1.61","110","13.92","1.32","111/1",
"1454","台富","3.88","110","86.00","0.97","111/1",
"1455","集盛","7.14","110","9.66","0.81","111/1",
"1456","怡華","8.77","110","5.45","0.94","111/1",
"1457","宜進","5.63","110","3.62","0.77","111/1",
"1459","聯發","2.06","110","5.39","0.86","111/1",
"1460","宏遠","0.00","110","-","0.75","111/1",
"1463","強盛","2.91","110","41.67","1.03","111/1",
"1464","得力","1.92","110","24.53","1.01","111/1",
"1465","偉全","2.40","110","-","0.81","111/1",
"1466","聚隆","8.70","110","7.01","0.71","111/1",
"1467","南緯","0.00","110","-","1.02","111/1",
"1468","昶和","0.00","110","-","1.74","111/1",
"1470","大統新創","3.92","110","20.40","1.81","111/1",
"1471","首利","0.00","110","-","1.09","111/1",
"1472","三洋實業","0.00","110","-","2.74","111/1",
"1473","台南","0.53","110","-","0.86","111/1",
"1474","弘裕","4.39","110","11.18","0.68","111/1",
"1475","業旺","0.00","110","27.14","5.05","111/1",
"1476","儒鴻","2.82","110","20.92","5.05","111/1",
"1477","聚陽","6.44","110","12.31","2.87","111/1",
"1503","士電","2.91","110","17.24","1.17","111/1",
"1504","東元","4.78","110","13.99","0.79","111/1",
"1506","正道","0.00","110","46.62","2.68","111/1",
"1512","瑞利","0.00","110","-","7.39","111/1",
"1513","中興電","5.17","110","13.28","2.07","111/1",
"1514","亞力","4.12","110","17.44","1.87","111/1",
"1515","力山","10.51","110","7.65","1.42","111/1",
"1516","川飛","7.58","110","9.65","1.54","111/1",
"1517","利奇","3.75","110","9.53","1.24","111/1",
"1519","華城","2.84","110","33.57","2.80","111/1",
"1521","大億","1.71","110","32.71","1.51","111/1",
"1522","堤維西","1.57","110","27.85","1.31","111/1",
"1524","耿鼎","1.44","110","34.67","1.52","111/1",
"1525","江申","3.52","110","15.60","0.94","111/1",
"1526","日馳","6.18","110","8.41","1.82","111/1",
"1527","鑽全","5.59","110","11.29","1.33","111/1",
"1528","恩德","1.10","110","7.68","0.78","111/1",
"1529","樂士","5.03","110","21.31","1.48","111/1",
"1530","亞崴","4.93","110","17.30","0.94","111/1",
"1531","高林股","5.02","110","11.72","0.67","111/1",
"1532","勤美","6.80","110","8.44","0.87","111/1",
"1533","車王電","0.51","110","59.49","2.23","111/1",
"1535","中宇","6.23","110","12.21","1.52","111/1",
"1536","和大","2.20","110","55.71","2.01","111/1",
"1537","廣隆","5.15","110","17.13","2.72","111/1",
"1538","正峰","0.00","110","-","7.02","111/1",
"1539","巨庭","2.94","110","10.06","1.24","111/1",
"1540","喬福","1.94","110","155.00","1.00","111/1",
"1541","錩泰","6.68","110","7.55","1.68","111/1",
"1558","伸興","6.18","110","23.38","1.62","111/1",
"1560","中砂","2.08","110","22.87","3.77","111/1",
"1568","倉佑","1.14","110","35.47","1.77","111/1",
"1582","信錦","8.82","110","47.32","1.26","111/1",
"1583","程泰","4.27","110","17.54","1.25","111/1",
"1587","吉茂","4.14","110","15.19","1.29","111/1",
"1589","永冠-KY","1.07","110","-","0.70","111/1",
"1590","亞德客-KY","1.36","110","29.41","5.57","111/1",
"1597","直得","3.36","110","19.08","2.67","111/1",
"1598","岱宇","6.28","110","38.41","1.35","111/1",
"1603","華電","1.82","110","17.48","0.74","111/1",
"1604","聲寶","10.51","110","5.62","1.09","111/1",
"1605","華新","4.81","110","6.87","1.03","111/1",
"1608","華榮","10.27","110","14.60","0.80","111/1",
"1609","大亞","3.95","110","12.72","1.52","111/1",
"1611","中電","4.07","110","22.85","1.43","111/1",
"1612","宏泰","16.37","110","2.05","0.68","111/1",
"1614","三洋電","3.39","110","25.89","1.76","111/1",
"1615","大山","8.64","110","8.69","1.72","111/1",
"1616","億泰","0.00","110","14.87","0.91","111/1",
"1617","榮星","5.70","110","13.28","1.13","111/1",
"1618","合機","4.08","110","10.21","0.55","111/1",
"1626","艾美特-KY","0.00","110","15.66","0.77","111/1",
"1701","中化","4.17","110","13.42","0.86","111/1",
"1702","南僑","4.86","110","11.50","1.21","111/1",
"1707","葡萄王","4.66","110","14.89","2.09","111/1",
"1708","東鹼","4.40","110","11.40","1.88","111/1",
"1709","和益","7.41","110","10.72","1.37","111/1",
"1710","東聯","3.95","110","59.00","1.19","111/1",
"1711","永光","2.63","110","22.09","1.22","111/1",
"1712","興農","5.89","110","11.23","1.77","111/1",
"1713","國化","3.53","110","21.47","1.47","111/1",
"1714","和桐","4.70","110","14.64","0.67","111/1",
"1717","長興","4.59","110","11.24","1.55","111/1",
"1718","中纖","0.00","110","-","0.44","111/1",
"1720","生達","5.46","110","12.17","2.01","111/1",
"1721","三晃","0.00","110","-","1.24","111/1",
"1722","台肥","4.56","110","19.62","1.12","111/1",
"1723","中碳","3.51","110","21.92","3.38","111/1",
"1725","元禎","5.93","110","11.86","0.83","111/1",
